"","X","RNA_Name","RNA_ID","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss","Three.RNA.Gain","Three.RNA.Loss","Three.Protein.Gain","Three.Protein.Loss"
"4591",4591,"MGA","MGA..23269.",0.950555539691754,0.00885642677946263,0.20312482806397,-0.100717094013238,0.464780754160993,0.109573520792701,"sp.Q8IWI9.4.MGAP_HUMAN",0.709499015337814,0.0410868021269362,0.287717419114035,0.0793508312818819,0.751910806615855,-0.0382640291549457,"Buffering","Buffering","Buffering","Buffering"
"7694",7694,"SPTAN1","SPTAN1..6709.",0.0332650321888131,0.207781168111174,0.0144414212180579,-0.235554246900819,0.000276613353451666,0.443335415011993,"sp.Q13813.3.SPTN1_HUMAN",0.426973408364543,0.140388763771748,0.462471189420844,0.106208855234978,0.863700161068051,0.0341799085367699,"Buffering","Buffering","Buffering","Anti-Scaling"
"8348",8348,"TNFAIP3","TNFAIP3..7128.",0.696094914348251,0.144199998042803,0.711441714200245,-0.0637262505266838,0.584537973566583,0.207926248569487,"sp.P21580.TNAP3_HUMAN",0.167623307529231,0.381507758059585,0.355940097833976,0.106742949614369,0.323235942463032,0.274764808445216,"Buffering","Buffering","Scaling","Anti-Scaling"
"8411",8411,"TP53","TP53..7157.",0.516484331157038,0.154350419010241,0.00010869501833979,-0.566646147574389,0.00490204490442108,0.720996566584629,"sp.P04637.P53_HUMAN",0.42260930197011,0.268068915477798,0.525141957366399,0.108374489674623,0.640403010084358,0.159694425803175,"Buffering","Scaling","Scaling","Anti-Scaling"
"8130",8130,"TGFBR2","TGFBR2..7048.",0.187224530957723,0.533232711891755,0.916767283797208,-0.0186050521347534,0.171439738721766,0.551837764026509,"sp.P37173.2.TGFR2_HUMAN",0.132469675554807,0.483907071812247,0.16076794075493,0.183418965194213,0.346634517394234,0.300488106618034,"Scaling","Buffering","Scaling","Anti-Scaling"
"1824",1824,"CSDE1","CSDE1..7812.",3.67457543940664e-06,0.484513502758801,0.244485542324644,-0.122970751072381,8.66855252142766e-06,0.607484253831181,"sp.O75534.CSDE1_HUMAN",0.106840979990607,-0.307162946960558,0.15476492200742,0.195391965106052,0.018651355937744,-0.50255491206661,"Scaling","Buffering","Anti-Scaling","Anti-Scaling"
"1877",1877,"CTNND1","CTNND1..1500.",0.144742369801177,0.312780639287132,0.353533744443879,0.144935379596816,0.469158571159421,0.167845259690315,"sp.O60716.4.CTND1_HUMAN",0.131249565428741,0.250860532555049,0.12958819708521,0.198726227882808,0.773908765503302,0.0521343046722417,"Scaling","Anti-Scaling","Scaling","Anti-Scaling"
"1358",1358,"CDKN2A","CDKN2A..1029.",0.549296344711179,0.410283189157404,0.651684680058897,-0.150465402848232,0.412669841111262,0.560748592005636,"sp.Q8N726.CD2A2_HUMAN",0.189049535002958,0.539494314307192,0.253659615469689,0.231922949132867,0.454488051781156,0.307571365174325,"Scaling","Buffering","Scaling","Anti-Scaling"
"1876",1876,"CTNND1","CTNND1..1500.",0.144742369801177,0.312780639287132,0.353533744443879,0.144935379596816,0.469158571159421,0.167845259690315,"sp.O60716.3.CTND1_HUMAN",0.161822798221794,0.301793592030053,0.0966647373767729,0.295408038555221,0.978554194107122,0.00638555347483152,"Scaling","Anti-Scaling","Scaling","Anti-Scaling"
"147",147,"ACVR2A","ACVR2A..92.",0.0137301857772811,0.286891142199409,0.797500245705475,-0.0237503080927064,0.0204200861718502,0.310641450292116,"sp.P27037.AVR2A_HUMAN",0.686112212177978,0.171993949864344,0.0649246668164943,0.569277466690696,0.425736424933426,-0.397283516826352,"Scaling","Buffering","Buffering","Anti-Scaling"
