"","X","RNA_Name","RNA_ID","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss","Three.RNA.Gain","Three.RNA.Loss","Three.Protein.Gain","Three.Protein.Loss"
"5257",5257,"NOTCH1","NOTCH1..4851.",0.668256440626944,-0.0753981911325265,0.00017041588841454,-0.488633877246401,0.0327526697732532,0.413235686113875,"sp.P46531.NOTC1_HUMAN",0.358526121360676,-0.108840454671899,0.0128064483144235,-0.244403693089959,0.301662682709975,0.13556323841806,"Buffering","Scaling","Anti-Scaling","Buffering"
"1899",1899,"CUL3","CUL3..8452.",0.264655592681728,0.0858579425340436,0.0123833165658036,-0.163040499623434,0.00816863816611663,0.248898442157477,"sp.Q13618.CUL3_HUMAN",0.243915614685262,0.0839962205970146,0.000158046221482091,-0.223406574783722,0.000340135418855812,0.307402795380737,"Buffering","Buffering","Buffering","Buffering"
"5664",5664,"PDS5B","PDS5B..23047.",0.0095870264542818,0.274247765444135,9.80832110549969e-07,-0.369782873265634,5.12525151923146e-08,0.644030638709769,"tr.A9IYQ1.A9IYQ1_HUMAN",0.233434243076288,0.30441824554521,0.298751317945075,-0.215407682424083,0.0588498842867513,0.519825927969293,"Scaling","Scaling","Scaling","Buffering"
"6181",6181,"PRKAR1A","PRKAR1A..5573.",0.13847081616815,0.214991129326631,0.00222897818105601,-0.333904748551174,0.00119157580472686,0.548895877877805,"sp.P10644.KAP0_HUMAN",0.119156587582951,0.176358672525838,0.0302243489186087,-0.21512692057304,0.00379577703253281,0.391485593098878,"Buffering","Scaling","Buffering","Buffering"
"8056",8056,"TCF7L2","TCF7L2..6934.",0.374825341312128,0.240376416716129,0.000132657228440925,-0.463997140820163,0.0164355389573759,0.704373557536292,"sp.Q9NQB0.7.TF7L2_HUMAN",0.255542812387288,0.194005766097203,0.0162616507160863,-0.210899031830313,0.0239674717284115,0.404904797927515,"Buffering","Scaling","Buffering","Buffering"
"658",658,"ATF7IP","ATF7IP..55729.",0.000620869873726511,0.315129343345234,0.0309973670280187,-0.178375151655314,6.23219541890553e-06,0.493504495000548,"sp.Q6VMQ6.MCAF1_HUMAN",0.00424171527479688,0.261817503128059,0.032233832438888,-0.199136558760363,6.52456016286809e-05,0.460954061888422,"Scaling","Buffering","Scaling","Buffering"
"3861",3861,"JAK1","JAK1..3716.",2.48317812276965e-05,0.696681713262252,0.10914231370273,-0.181697426365406,9.222002327043e-07,0.878379139627658,"sp.P23458.JAK1_HUMAN",0.0925411756133529,0.198474300913713,0.0327962106802233,-0.193626495626088,0.00287248751019345,0.3921007965398,"Scaling","Buffering","Buffering","Buffering"
"2220",2220,"DNMT3A","DNMT3A..1788.",0.0164248462215791,0.377093729484711,0.56289994851901,-0.1027702732748,0.0267962756942449,0.47986400275951,"sp.Q9Y6K1.DNM3A_HUMAN",0.176559347279013,0.17643909880925,0.185534352616,-0.18979297611243,0.0398841267684001,0.36623207492168,"Scaling","Buffering","Buffering","Buffering"
"5146",5146,"NF1","NF1..4763.",0.00267950654054027,0.297828875993448,0.0162282869390692,-0.242084566158802,2.06043395549279e-05,0.53991344215225,"sp.P21359.NF1_HUMAN",0.102444378607093,0.162969055310002,0.0631595644457119,-0.188748387895845,0.00697707871623679,0.351717443205847,"Scaling","Buffering","Buffering","Buffering"
"6866",6866,"RPL5","RPL5..6125.",0.000129715234869984,0.355075369787277,7.44828363641849e-08,-0.396805800840047,6.84858944055008e-11,0.751881170627325,"sp.P46777.RL5_HUMAN",0.0106111949217945,-0.220491034199627,0.00102430397040605,-0.176965193948386,0.62770502059977,-0.0435258402512413,"Scaling","Scaling","Anti-Scaling","Buffering"
"9253",9253,"ZMYM2","ZMYM2..7750.",0.00541937564926252,0.3954455691824,0.000226019482484583,-0.365187920717072,2.23993099124099e-06,0.760633489899472,"sp.Q9UBW7.ZMYM2_HUMAN",0.00232922860289855,0.281848901451231,0.0302106264743761,-0.166660035318496,1.2152766312878e-05,0.448508936769728,"Scaling","Scaling","Scaling","Buffering"
"462",462,"APC","APC..324.",0.0131286421224421,0.259553367752198,0.000754766630897581,-0.274456181671658,1.73688584958852e-05,0.534009549423855,"sp.P25054.APC_HUMAN",0.436922189205973,0.0819038751657854,0.0945766383581031,-0.165467207488973,0.0685155953054314,0.247371082654758,"Scaling","Scaling","Buffering","Buffering"
"1469",1469,"CHD8","CHD8..57680.",0.00533834869451307,0.260013468182037,8.97718934139359e-09,-0.417747320388504,3.44580156172195e-09,0.677760788570541,"sp.Q9HCK8.CHD8_HUMAN",0.00146047003756806,0.260710313923447,0.00369717196664174,-0.158516577956684,5.30639836004317e-06,0.419226891880131,"Scaling","Scaling","Scaling","Buffering"
"8564",8564,"TSC2","TSC2..7249.",0.00055330394350838,0.366178607730681,2.89118766104231e-06,-0.340881154658371,1.71348617664591e-08,0.707059762389052,"sp.P49815.TSC2_HUMAN",0.730129922681263,-0.0314259992843885,0.0314110659886702,-0.15516727427543,0.226267210437318,0.123741274991041,"Scaling","Scaling","Buffering","Buffering"
"1825",1825,"CSDE1","CSDE1..7812.",3.67457543940664e-06,0.484513502758801,0.244485542324644,-0.122970751072381,8.66855252142766e-06,0.607484253831181,"sp.O75534.3.CSDE1_HUMAN",0.760326724721287,0.0265453402253482,0.00939381011465844,-0.154420549228333,0.0648601879595792,0.180965889453681,"Scaling","Buffering","Buffering","Buffering"
"5051",5051,"NCOR1","NCOR1..9611.",0.000500996107128738,0.377678569764377,9.22254264998097e-10,-0.439952408303006,2.72795248321716e-10,0.817630978067382,"sp.O75376.NCOR1_HUMAN",0.191366961646211,0.101703462743937,0.0141779268506984,-0.150586682192425,0.00206946368970659,0.252290144936362,"Scaling","Scaling","Buffering","Buffering"
"4815",4815,"MSH6","MSH6..2956.",0.0646668686905538,0.197352222450111,0.0742987590238079,-0.201524280144321,0.00356812210187752,0.398876502594432,"sp.P52701.MSH6_HUMAN",0.00086763066220443,0.290945365477299,0.164271066785022,-0.143378111462521,0.000441999714946009,0.434323476939821,"Buffering","Buffering","Scaling","Buffering"
"4041",4041,"KMT2A","KMT2A..4297.",0.00328121822968097,0.266058835907244,6.18828042399003e-11,-0.531359812684902,1.02249536763799e-12,0.797418648592146,"sp.Q03164.3.KMT2A_HUMAN",0.000244315570276064,0.262885306810003,0.028194804357525,-0.140107704857704,1.9675446318846e-06,0.402993011667707,"Scaling","Scaling","Scaling","Buffering"
"1859",1859,"CTCF","CTCF..10664.",0.13057181963463,0.129338933555553,2.78828081447649e-06,-0.293374712081591,2.64581535325096e-05,0.422713645637144,"sp.P49711.CTCF_HUMAN",0.803246449099361,0.0187476425726713,0.0183922174958192,-0.139281542060882,0.0658009462105426,0.158029184633553,"Buffering","Scaling","Buffering","Buffering"
"251",251,"AJUBA","AJUBA..84962.",0.00207435736351231,0.732826102802591,0.326593808008609,-0.195418579214811,0.000545257400650843,0.928244682017402,"sp.Q96IF1.AJUBA_HUMAN",0.0688779376237051,0.25779135601321,0.290338895043459,-0.135858209032811,0.0164089645435653,0.393649565046021,"Scaling","Buffering","Scaling","Buffering"
"2520",2520,"EP300","EP300..2033.",0.000112077300162516,0.455798536204898,1.16063502474508e-06,-0.369882909146342,3.09351160573877e-09,0.82568144535124,"sp.Q09472.EP300_HUMAN",0.000119702419086872,0.39192987638111,0.025107836437587,-0.135699838120331,2.01209626573958e-06,0.527629714501441,"Scaling","Scaling","Scaling","Buffering"
"5813",5813,"PIK3R1","PIK3R1..5295.",0.947863471255145,0.0105992542319213,0.577453217876106,-0.071278350071724,0.65812488355162,0.0818776043036453,"sp.P27986.P85A_HUMAN",0.973957312709501,-0.00425138672517671,0.237077818561828,-0.125882685676215,0.417066937067446,0.121631298951038,"Buffering","Buffering","Buffering","Buffering"
"1795",1795,"CREBBP","CREBBP..1387.",0.0400417371736706,0.273398108036839,4.12958552555359e-07,-0.418211280451657,8.20192400743465e-06,0.691609388488496,"sp.Q92793.CBP_HUMAN",0.055564672857853,0.136014749341475,0.00738037971686043,-0.118642442355207,0.000742054531487454,0.254657191696681,"Scaling","Scaling","Buffering","Buffering"
"5665",5665,"PDS5B","PDS5B..23047.",0.0095870264542818,0.274247765444135,9.80832110549969e-07,-0.369782873265634,5.12525151923146e-08,0.644030638709769,"sp.Q9NTI5.PDS5B_HUMAN",0.00205649960430309,0.299416281622483,0.0286891976859591,-0.116967373320315,4.53600214163379e-05,0.416383654942798,"Scaling","Scaling","Scaling","Buffering"
"5197",5197,"NIPBL","NIPBL..25836.",1.74020991433797e-16,0.500257523567582,0.00234912505208795,-0.377685144629055,5.83461495191258e-09,0.877942668196637,"sp.Q6KC79.NIPBL_HUMAN",1.0527508900519e-07,0.252176709295682,0.132900257218397,-0.113929215467928,2.87524590959387e-05,0.36610592476361,"Scaling","Scaling","Scaling","Buffering"
"639",639,"ASXL1","ASXL1..171023.",6.57116587125319e-06,0.327142349119156,0.766000894861054,0.0554397351675435,0.158815313227334,0.271702613951613,"sp.Q8IXJ9.ASXL1_HUMAN",0.222576479860069,0.105626041113792,0.511340453999086,-0.104389144796135,0.207188097819573,0.210015185909927,"Scaling","Buffering","Buffering","Buffering"
"744",744,"AXIN1","AXIN1..8312.",0.000171164966544609,0.463031999056352,8.17498759072579e-07,-0.379946969359118,6.85374339333272e-09,0.84297896841547,"sp.O15169.AXIN1_HUMAN",0.0377247545365706,0.206571776917945,0.159333294139328,-0.0973172315333747,0.00467421125367278,0.30388900845132,"Scaling","Scaling","Buffering","Buffering"
"6980",6980,"RUNX1","RUNX1..861.",0.205808182724116,0.406052624927098,0.991728792493895,0.00154811920767761,0.206562516173952,0.404504505719421,"sp.Q01196.8.RUNX1_HUMAN",0.165368299311472,0.320613519561129,0.392601887227053,-0.0972786063959534,0.0726470940772836,0.417892125957083,"Scaling","Buffering","Scaling","Buffering"
"2976",2976,"FUBP1","FUBP1..8880.",8.88123821728728e-06,0.418770734637825,1.12195089280769e-05,-0.25961896570938,3.73654779790932e-10,0.678389700347204,"sp.Q96AE4.2.FUBP1_HUMAN",0.0353030376663808,0.22293598730166,0.132823489945163,-0.096685862990958,0.00509346446833127,0.319621850292618,"Scaling","Scaling","Buffering","Buffering"
"2536",2536,"EPHA2","EPHA2..1969.",0.575010222628064,0.237463939872397,0.287083151787242,0.272512220697577,0.938034890365653,-0.0350482808251806,"sp.P29317.EPHA2_HUMAN",0.79195735649082,0.0682316886999397,0.596643709831819,-0.0939035015707905,0.569660967865316,0.16213519027073,"Buffering","Anti-Scaling","Buffering","Buffering"
"7196",7196,"SETD2","SETD2..29072.",0.204127830816916,0.172986034152077,3.02886435670933e-15,-0.433829931653359,0.000244856054013026,0.606815965805436,"sp.Q9BYW2.SETD2_HUMAN",0.164342158524953,0.183022831840421,0.0723074377446228,-0.0936616138508036,0.0459252711217041,0.276684445691225,"Buffering","Scaling","Buffering","Buffering"
"7057",7057,"SCAF4","SCAF4..57466.",0.0200483279578128,0.298277901412708,7.24644812194153e-07,-0.319489441093308,1.46399262549408e-05,0.617767342506015,"sp.O95104.SFR15_HUMAN",0.003174765323887,0.313016167129184,0.17284284890731,-0.0896618340194389,0.000419282051665936,0.402678001148623,"Scaling","Scaling","Scaling","Buffering"
"3261",3261,"GPS2","GPS2..2874.",0.0225618746601136,0.281874827428741,8.04907653811945e-12,-0.449293199762401,4.39191944741045e-07,0.731168027191142,"sp.Q13227.GPS2_HUMAN",0.567153309356682,-0.0553035453795501,0.179865148637377,-0.0853588242338879,0.758076682028245,0.0300552788543378,"Scaling","Scaling","Buffering","Buffering"
"5567",5567,"PBRM1","PBRM1..55193.",0.207567712227052,0.232777165840841,1.18145421170801e-10,-0.545735796684633,0.000395828973184059,0.778512962525475,"sp.Q86U86.PB1_HUMAN",0.876210503551699,0.021301646742896,0.324781929904422,-0.0818117272319977,0.481015598565797,0.103113373974894,"Buffering","Scaling","Buffering","Buffering"
"2791",2791,"FAT1","FAT1..2195.",0.500038061908896,-0.528518715801582,0.858513954379992,0.0393417573755714,0.465101573523171,-0.567860473177154,"sp.Q14517.FAT1_HUMAN",0.2810502529159,-0.31652642158322,0.522312599717255,-0.0774917650165409,0.405658202629415,-0.239034656566679,"Anti-Scaling","Buffering","Anti-Scaling","Buffering"
"3782",3782,"IRF2","IRF2..3660.",0.0239202389712738,0.490203968245391,0.020521607175195,-0.189964863651211,0.00347818100068191,0.680168831896602,"sp.P14316.IRF2_HUMAN",0.0857368980729011,0.675808884788111,0.350146241428541,-0.0772436380068815,0.0587795888943421,0.753052522794992,"Scaling","Buffering","Scaling","Buffering"
"1322",1322,"CDH1","CDH1..999.",0.205992550475379,0.762333033012589,0.837134289776321,0.0727553182096536,0.278715333399564,0.689577714802935,"sp.P12830.CADH1_HUMAN",0.971323858424781,0.0127555741162561,0.714932787944325,-0.0749471513464411,0.812076953312604,0.0877027254626972,"Scaling","Buffering","Buffering","Buffering"
"7626",7626,"SOX9","SOX9..6662.",0.0708383977043291,0.446586186620972,0.428571120446954,-0.227226430616975,0.0426288412434715,0.673812617237947,"sp.P48436.SOX9_HUMAN",0.0661212206984864,0.381616977699568,0.80171873324078,-0.0669107704917504,0.124627663536248,0.448527748191318,"Scaling","Buffering","Scaling","Buffering"
"562",562,"ARID2","ARID2..196528.",0.272998124925922,0.134767948733646,0.00367557127071022,-0.239562513158676,0.00733466355317481,0.374330461892322,"sp.Q68CP9.ARID2_HUMAN",0.0727700681409777,0.183558760670374,0.43549070176922,-0.0627643155898428,0.0366774907017489,0.246323076260217,"Buffering","Buffering","Buffering","Buffering"
"4549",4549,"MEN1","MEN1..4221.",0.11419948140533,0.132648577594204,0.0042031995202665,-0.205719749502038,0.000698354299075071,0.338368327096243,"sp.O00255.MEN1_HUMAN",0.0102459039457362,0.182175467422789,0.369556244131001,-0.0608425276272475,0.0031884802701389,0.243017995050037,"Buffering","Buffering","Buffering","Buffering"
"896",896,"BRCA1","BRCA1..672.",0.174579777817664,0.14337756814345,0.000445434785370718,-0.408655013700597,0.000150314722884546,0.552032581844046,"sp.P38398.BRCA1_HUMAN",0.174649588139042,0.155425175029893,0.623675922131771,-0.0560605120065877,0.158681005912423,0.21148568703648,"Buffering","Scaling","Buffering","Buffering"
"4111",4111,"LATS2","LATS2..26524.",0.637029735631735,-0.089868628958846,0.271447686538095,-0.129211213665575,0.838270585582454,0.0393425847067288,"sp.Q9NRM7.LATS2_HUMAN",0.393853438137004,0.206869270283343,0.832371976385789,-0.0505628657177113,0.296491796351982,0.257432136001054,"Buffering","Buffering","Buffering","Buffering"
"4044",4044,"KMT2D","KMT2D..8085.",0.312983654256862,0.128009746258485,0.00204317677723494,-0.320797391077236,0.00370777222296254,0.448807137335721,"sp.O14686.3.KMT2D_HUMAN",0.000236353896288309,0.343968845848083,0.470853532594206,-0.0453764517266467,9.80858518891565e-05,0.389345297574729,"Buffering","Scaling","Scaling","Buffering"
"2977",2977,"FUBP1","FUBP1..8880.",8.88123821728728e-06,0.418770734637825,1.12195089280769e-05,-0.25961896570938,3.73654779790932e-10,0.678389700347204,"sp.Q96AE4.FUBP1_HUMAN",0.017160077993365,0.322673355066563,0.727590097903771,-0.0288425045263345,0.0150801129982512,0.351515859592897,"Scaling","Scaling","Scaling","Buffering"
"902",902,"BRD7","BRD7..29117.",3.89103636253828e-06,0.477154910633057,5.25527098046252e-08,-0.385632732269222,6.67287193815058e-13,0.86278764290228,"sp.Q9NPI1.2.BRD7_HUMAN",0.436820108461643,-0.0896426178360943,0.759898726791148,-0.0244029225133346,0.595780574094938,-0.0652396953227597,"Scaling","Scaling","Buffering","Buffering"
"3983",3983,"KIF1A","KIF1A..547.",0.934624172978718,-0.0278710910417157,0.6520203605195,0.123707697232021,0.709398637424444,-0.151578788273737,"sp.Q12756.2.KIF1A_HUMAN",0.379260922503233,-0.109974625485051,0.818652081707218,-0.0231951160406156,0.54910717343234,-0.0867795094444356,"Buffering","Anti-Scaling","Anti-Scaling","Buffering"
"4043",4043,"KMT2C","KMT2C..58508.",3.96541513172642e-06,0.326606122418235,0.00636250616717997,-0.281259231642877,6.99659710436149e-08,0.607865354061112,"sp.Q8NEZ4.3.KMT2C_HUMAN",0.00154341660664361,0.205343801427806,0.783471648053174,-0.021409462907619,0.0066234569546302,0.226753264335425,"Scaling","Scaling","Buffering","Buffering"
"3886",3886,"KANSL1","KANSL1..284058.",0.0101229649998063,0.233187518305528,7.27150577249764e-05,-0.314214353357505,9.68112496705959e-07,0.547401871663034,"sp.Q7Z3B3.KANL1_HUMAN",0.122329034919306,0.111489911835858,0.915242476039937,-0.00872079604066293,0.237545930984716,0.120210707876521,"Buffering","Scaling","Buffering","Buffering"
"5309",5309,"NSD1","NSD1..64324.",0.358521583905867,0.0966465727889139,0.0761449697816444,-0.154375715573528,0.0324753271386323,0.251022288362442,"sp.Q96L73.NSD1_HUMAN",0.729222945212206,-0.0427392633435136,0.916707600414061,-0.00846464092465677,0.803519772815395,-0.0342746224188568,"Buffering","Buffering","Buffering","Buffering"
"8157",8157,"THRAP3","THRAP3..9967.",0.000216201839582866,0.303349813228423,1.69395528581312e-08,-0.329528240629532,1.72694553419726e-10,0.632878053857955,"sp.Q9Y2W1.TR150_HUMAN",0.00403465092209065,0.269743830199721,0.976963937843364,0.00174882351131751,0.00889463103231234,0.267995006688403,"Scaling","Scaling","Scaling","Buffering"
"560",560,"ARID1A","ARID1A..8289.",0.00869478756175852,0.387997782961859,0.00598093344050313,-0.238051764759578,0.000102869112034215,0.626049547721437,"sp.O14497.ARI1A_HUMAN",0.0162077856253192,0.323509113965428,0.974915752704877,0.00312044811485311,0.0331462968940508,0.320388665850575,"Scaling","Buffering","Scaling","Buffering"
"1356",1356,"CDKN1A","CDKN1A..1026.",0.98640350887849,-0.00482118077527449,0.258533889169656,0.244983968594194,0.430488793026862,-0.249805149369468,"sp.P38936.CDN1A_HUMAN",0.197036379004094,-0.387874790358393,0.984157941981198,0.00472270435593915,0.25867537299816,-0.392597494714332,"Buffering","Anti-Scaling","Anti-Scaling","Buffering"
"4042",4042,"KMT2B","KMT2B..9757.",5.86989255070849e-07,0.390637794642644,0.0222413398507534,-0.177489456782007,7.50668626401784e-09,0.568127251424651,"sp.Q9UMN6.KMT2B_HUMAN",3.75407189671157e-08,0.398875235891159,0.950780033028397,0.00515838749346736,3.14479906716748e-05,0.393716848397691,"Scaling","Buffering","Scaling","Buffering"
"1337",1337,"CDK12","CDK12..51755.",0.0733551014982702,0.174030840080379,0.47910659945131,-0.101937959960642,0.0936652163524056,0.275968800041021,"sp.Q9NYV4.CDK12_HUMAN",0.313012055648496,-0.0685266643944816,0.914998162525095,0.0101588447912586,0.473960321080987,-0.0786855091857402,"Buffering","Buffering","Buffering","Buffering"
"782",782,"BAP1","BAP1..8314.",0.0330163483611215,0.354009257313542,2.43283254281826e-16,-0.516371857567766,2.36866330335854e-05,0.870381114881309,"sp.Q92560.BAP1_HUMAN",0.295992251278032,0.123679912256298,0.637552724138638,0.0233144677837253,0.38518751215898,0.100365444472573,"Scaling","Scaling","Buffering","Buffering"
"7285",7285,"SIN3A","SIN3A..25942.",0.000784209778571267,0.359292684597294,3.1368364164999e-07,-0.367847059668717,2.50018386540579e-08,0.727139744266012,"sp.Q96ST3.SIN3A_HUMAN",0.00129262133005284,0.299454579605401,0.603831423192303,0.0267014530722803,0.00442603116592727,0.272753126533121,"Scaling","Scaling","Scaling","Buffering"
"7695",7695,"SPTAN1","SPTAN1..6709.",0.0332650321888131,0.207781168111174,0.0144414212180579,-0.235554246900819,0.000276613353451666,0.443335415011993,"sp.Q13813.2.SPTN1_HUMAN",0.18704183832943,0.134798622350084,0.493195929274749,0.0673062137282029,0.573730420430005,0.0674924086218806,"Buffering","Buffering","Buffering","Buffering"
