"","RNA_ID","RNA_Name","RNA.Gene.Pvalue","RNA.Gene.Corr","Protein_ID","Approved_Symbol","Protein.Gene.Pvalue","Protein.Gene.Corr"
"1","A1CF","A1CF..29974..y",0.900681611056649,-0.00651002002973632,"sp.Q9NQ94.A1CF_HUMAN","A1CF",0.657875604894594,-0.0294840087894632
"2","A2M","A2M..2..y",0.109569039332525,-0.0833241863619663,"sp.P01023.A2MG_HUMAN","A2M",0.505202410279005,-0.0347477785868174
"3","A2ML1","A2ML1..144568..y",0.574642603719521,0.0292696032031171,"sp.A8K2U0.A2ML1_HUMAN","A2ML1",0.913881840872815,0.0101955540106389
"4","AAAS","AAAS..8086..y",5.74010074860562e-15,0.39104169347649,"sp.Q9NRG9.AAAS_HUMAN","AAAS",0.82380201809117,-0.0116143247085935
"5","AACS","AACS..65985..y",1.28857081768676e-14,0.386312093237479,"sp.Q86V21.AACS_HUMAN","AACS",0.181703715211311,0.0695820385576403
"6","AADAT","AADAT..51166..y",0.000863002184063572,0.17249327198022,"sp.Q8N5Z0.AADAT_HUMAN","AADAT",0.112351515216386,0.126808018058485
"7","AAGAB","AAGAB..79719..y",3.74653322514954e-20,0.453337769338274,"sp.Q6PD74.AAGAB_HUMAN","AAGAB",7.95405151180676e-05,0.203666460985032
"8","AAK1","AAK1..22848..y",0.00430847259618799,0.148088003227194,"sp.Q2M2I8.AAK1_HUMAN","AAK1",0.279873685883588,0.0563238562024212
"9","AAMDC","AAMDC..28971..y",1.25170585064812e-18,0.436328983210444,"sp.Q9H7C9.AAMDC_HUMAN","AAMDC",1.67714250328178e-05,0.221715425459621
"10","AAMP","AAMP..14..y",2.23348795585588e-36,0.592097400410211,"sp.Q13685.AAMP_HUMAN","AAMP",1.4982567443968e-10,0.325024242437167
"11","AAR2","AAR2..25980..y",4.61614564774967e-42,0.62847437187663,"sp.Q9Y312.AAR2_HUMAN","AAR2",1.92577795873582e-12,0.355180183881007
"12","AARS","AARS..16..y",1.35725380685838e-12,0.357468472327923,"sp.P49588.SYAC_HUMAN","AARS",2.80685379815082e-07,0.263175693425859
"13","AARS2","AARS2..57505..y",7.69149757386266e-19,0.438747403429894,"sp.Q5JTZ9.SYAM_HUMAN","AARS2",2.77847357001589e-12,0.352762710419802
"14","AARSD1","AARSD1..80755..y",2.97264517580887e-28,0.530569259905342,"sp.Q9BTE6.AASD1_HUMAN","PTGES3L-AARSD1",3.21279641438713e-08,0.354613841564024
"15","AARSD1","AARSD1..80755..y",2.97264517580887e-28,0.530569259905342,"sp.Q9BTE6.3.AASD1_HUMAN",NA,4.67846566120953e-07,0.258380437423226
"16","AARSD1","AARSD1..80755..y",2.97264517580887e-28,0.530569259905342,"sp.Q9BTE6.AASD1_HUMAN","AARSD1",3.21279641438713e-08,0.354613841564024
"17","AASDH","AASDH..132949..y",1.73372278561786e-46,0.653798840681114,"sp.Q4L235.ACSF4_HUMAN","AASDH",0.110028364138087,0.241480286979396
"18","AASDHPPT","AASDHPPT..60496..y",1.79906967908541e-33,0.571537160131207,"sp.Q9NRN7.ADPPT_HUMAN","AASDHPPT",2.04289025364121e-15,0.396975736056697
"19","AASS","AASS..10157..y",0.219240069182893,0.0640204279400342,"sp.Q9UDR5.AASS_HUMAN","AASS",0.147485399309506,0.0754503409519972
"20","AATF","AATF..26574..y",1.30183674353969e-30,0.549789128212963,"sp.Q9NY61.AATF_HUMAN","AATF",0.344270649058365,0.0493046784670918
"21","ABAT","ABAT..18..y",8.50863984523028e-05,0.202848883257091,"sp.P80404.GABT_HUMAN","ABAT",0.0201519386971844,0.123806883053826
"22","ABCA1","ABCA1..19..y",2.02612647639699e-05,0.219602950728681,"sp.O95477.ABCA1_HUMAN","ABCA1",0.0426049963587928,0.116951991395184
"23","ABCA10","ABCA10..10349..y",0.414200837313024,0.0425738360970357,"sp.Q8WWZ4.ABCAA_HUMAN","ABCA10",0.17038303759537,-0.109610256691908
"24","ABCA12","ABCA12..26154..y",0.0314424680855508,-0.111874602296866,"sp.Q86UK0.ABCAC_HUMAN","ABCA12",0.388592577742364,-0.0665432365672699
"25","ABCA13","ABCA13..154664..y",7.92316578392368e-06,0.229901004555175,"sp.Q86UQ4.ABCAD_HUMAN","ABCA13",0.983863801179017,0.00171238717032478
"26","ABCA2","ABCA2..20..y",1.60159107315262e-06,0.246419446351503,"sp.Q9BZC7.3.ABCA2_HUMAN",NA,0.0511885078950884,0.121535008417883
"27","ABCA3","ABCA3..21..y",0.000528016346711585,0.179339069558565,"sp.Q99758.ABCA3_HUMAN","ABCA3",0.018608662289139,0.147576386456369
"28","ABCA4","ABCA4..24..y",0.377580560789007,0.0460032342464159,"sp.P78363.ABCA4_HUMAN","ABCA4",0.164391494604525,-0.342305975332421
"29","ABCA5","ABCA5..23461..y",3.12536859794263e-05,0.214680158165943,"sp.Q8WWZ7.ABCA5_HUMAN","ABCA5",0.865206167513996,0.0241231879577081
"30","ABCA7","ABCA7..10347..y",0.000220992516356431,0.190904627047027,"sp.Q8IZY2.ABCA7_HUMAN","ABCA7",0.290803770676065,0.12033531276257
"31","ABCB1","ABCB1..5243..y",0.556658692782941,-0.0306554188700275,"sp.P08183.MDR1_HUMAN","ABCB1",0.0954163594305359,-0.106773531784005
"32","ABCB10","ABCB10..23456..y",1.35700696565357e-13,0.372089848897197,"sp.Q9NRK6.ABCBA_HUMAN","ABCB10",1.851018462306e-07,0.267014488905327
"33","ABCB11","ABCB11..8647..y",0.330423461561948,0.050736525104124,"sp.O95342.ABCBB_HUMAN","ABCB11",0.0294340655339194,-0.279025347973295
"34","ABCB4","ABCB4..5244..y",0.0128360157688012,0.129254151479634,"sp.P21439.MDR3_HUMAN","ABCB4",0.0299043995374327,-0.143528821697398
"35","ABCB5","ABCB5..340273..y",0.0557898649105659,0.0995249141157334,"sp.Q2M3G0.4.ABCB5_HUMAN",NA,0.564711330130913,0.054012939483185
"36","ABCB6","ABCB6..10058..y",7.75174030815782e-07,0.253545277516379,"sp.Q9NP58.ABCB6_HUMAN","ABCB6",0.00262417043267857,0.155981261186695
"37","ABCB7","ABCB7..22..y",2.74694287092951e-07,0.263376124455377,"sp.O75027.2.ABCB7_HUMAN",NA,9.01048970203134e-05,0.202151181455424
"38","ABCB8","ABCB8..11194..y",1.7021556396387e-40,0.618911685683102,"sp.Q9NUT2.ABCB8_HUMAN","ABCB8",1.81684408931043e-16,0.410426781669916
"39","ABCC1","ABCC1..4363..y",3.01531763060541e-10,0.319858168994796,"sp.P33527.MRP1_HUMAN","ABCC1",3.51340585206128e-07,0.261080076625423
"40","ABCC10","ABCC10..89845..y",1.29890273135742e-16,0.412245082097168,"sp.Q5T3U5.MRP7_HUMAN","ABCC10",0.000524687449987086,0.224049297016785
"41","ABCC2","ABCC2..1244..y",0.189075731171744,0.0684276488022371,"sp.Q92887.MRP2_HUMAN","ABCC2",0.752501688257996,0.0209507737229506
"42","ABCC3","ABCC3..8714..y",0.0246317323003649,0.116817744949735,"sp.O15438.4.MRP3_HUMAN",NA,0.164221224520937,0.0762879358581119
"43","ABCC4","ABCC4..10257..y",0.00811152902069186,0.137442661126507,"sp.O15439.MRP4_HUMAN","ABCC4",0.00232265494053498,0.157870079333091
"44","ABCC5","ABCC5..10057..y",7.3189997680893e-22,0.471345981522757,"sp.O15440.MRP5_HUMAN","ABCC5",2.40405124330895e-13,0.411263410393582
"45","ABCC6","ABCC6..368..y",0.0337915419005046,0.110382237252212,"sp.O95255.MRP6_HUMAN","ABCC6",0.189404719007314,-0.183101824343029
"46","ABCC8","ABCC8..6833..y",0.877754476116958,0.00802355571430392,"sp.Q09428.2.ABCC8_HUMAN",NA,0.860416502861672,-0.0141922196695153
"47","ABCD1","ABCD1..215..y",0.00299830661829909,0.153894932606438,"sp.P33897.ABCD1_HUMAN","ABCD1",0.0913814911483955,0.0878904776564838
"48","ABCD3","ABCD3..5825..y",2.90605697267863e-22,0.475422517146688,"sp.P28288.ABCD3_HUMAN","ABCD3",2.30135268622336e-09,0.304258416279829
"49","ABCD4","ABCD4..5826..y",5.33219463990333e-19,0.440554122014365,"sp.O14678.ABCD4_HUMAN","ABCD4",0.000113867957665206,0.238854071689528
"50","ABCE1","ABCE1..6059..y",4.16858262671051e-24,0.493483384374103,"sp.P61221.ABCE1_HUMAN","ABCE1",3.51696385656402e-05,0.213319629975304
"51","ABCF1","ABCF1..23..y",6.61075869082525e-33,0.567363951965926,"tr.Q5STZ8.Q5STZ8_HUMAN",NA,0.000178312820365889,0.302368498468768
"52","ABCF1","ABCF1..23..y",6.61075869082525e-33,0.567363951965926,"sp.Q8NE71.ABCF1_HUMAN","ABCF1",3.64575442192626e-20,0.453466281984748
"53","ABCF2","ABCF2..10061..y",3.53299947403234e-41,0.623120368991504,"sp.Q9UG63.ABCF2_HUMAN","ABCF2",1.50855625687275e-19,0.446699551210167
"54","ABCF3","ABCF3..55324..y",3.63046297702684e-47,0.657480253493787,"sp.Q9NUQ8.ABCF3_HUMAN","ABCF3",3.04323730840813e-05,0.214985891330144
"55","ABCG1","ABCG1..9619..y",0.148110754862692,0.0753343062557914,"sp.P45844.8.ABCG1_HUMAN",NA,0.015756748833657,0.253874852924316
"56","ABCG2","ABCG2..9429..y",0.789184993971119,-0.0139463707183271,"sp.Q9UNQ0.ABCG2_HUMAN","ABCG2",0.937161928239437,-0.00610970625293295
"57","ABHD10","ABHD10..55347..y",1.8836925550875e-17,0.422497893062225,"sp.Q9NUJ1.ABHDA_HUMAN","ABHD10",7.25991154736227e-16,0.402801271854431
"58","ABHD11","ABHD11..83451..y",6.3062248959159e-15,0.390495444901214,"sp.Q8NFV4.ABHDB_HUMAN","ABHD11",5.89398898972327e-06,0.233049499729366
"59","ABHD12","ABHD12..26090..y",6.12809791955896e-35,0.582103508640334,"sp.Q8N2K0.ABD12_HUMAN","ABHD12",3.47806161537518e-21,0.46434112517568
"60","ABHD13","ABHD13..84945..y",1.59018043629393e-55,0.698924185363518,"sp.Q7L211.ABHDD_HUMAN","ABHD13",1.18225803459417e-09,0.438217026980955
"61","ABHD14A","ABHD14A..25864..y",7.78153271553966e-24,0.490893645002291,"sp.Q9BUJ0.ABHEA_HUMAN","ABHD14A",0.00816032544847867,0.280326747967082
"62","ABHD14B","ABHD14B..84836..y",5.17483765737329e-15,0.391642570053837,"sp.Q96IU4.ABHEB_HUMAN","ABHD14B",7.61427714281307e-08,0.275010233992954
"63","ABHD15","ABHD15..116236..y",9.13787249396451e-15,0.388331589503949,"sp.Q6UXT9.ABH15_HUMAN","ABHD15",0.189963415915966,0.157372059029573
"64","ABHD16A","ABHD16A..7920..y",9.59668676214022e-22,0.470139775544983,"sp.O95870.ABHGA_HUMAN","ABHD16A",5.98203454202722e-08,0.277138216729329
"65","ABHD17A","ABHD17A..81926..y",1.69529777220326e-37,0.599643581932902,"sp.Q96GS6.2.AB17A_HUMAN",NA,0.00241508963958087,0.180298498222562
"66","ABHD17B","ABHD17B..51104..y",3.83734072211757e-19,0.442167410510481,"sp.Q5VST6.2.AB17B_HUMAN",NA,3.52301891375089e-10,0.326356650425162
"67","ABHD17C","ABHD17C..58489..y",1.55736362490287e-08,0.288689690718206,"sp.Q6PCB6.AB17C_HUMAN","ABHD17C",0.000123836821475743,0.272807236583862
"68","ABHD2","ABHD2..11057..y",7.36075998336339e-12,0.346235414191614,"sp.P08910.ABHD2_HUMAN","ABHD2",0.0383612142495426,0.222458905004499
"69","ABHD3","ABHD3..171586..y",1.14490153398524e-14,0.387008282314579,"sp.Q8WU67.ABHD3_HUMAN","ABHD3",0.00241602305588955,0.272250252291817
"70","ABHD4","ABHD4..63874..y",3.54308489705557e-07,0.261001209440553,"sp.Q8TB40.ABHD4_HUMAN","ABHD4",0.00434104770611217,0.17737044901499
"71","ABHD5","ABHD5..51099..y",6.59177194944533e-11,0.330966883607585,"sp.Q8WTS1.ABHD5_HUMAN","ABHD5",0.201827960269705,0.0789569541485625
"72","ABHD6","ABHD6..57406..y",4.71231155207204e-16,0.405201384871725,"sp.Q9BV23.ABHD6_HUMAN","ABHD6",0.000154786629301147,0.208037531476386
"73","ABI1","ABI1..10006..y",3.98430006025864e-32,0.561504841296203,"sp.Q8IZP0.9.ABI1_HUMAN",NA,1.37073123746156e-07,0.269747413232872
"74","ABI2","ABI2..10152..y",2.79571496465958e-13,0.367579933502619,"sp.Q9NYB9.2.ABI2_HUMAN",NA,3.70444548374841e-08,0.281312314853367
"75","ABI3","ABI3..51225..y",0.610295540716419,-0.0265807848185067,"sp.Q9P2A4.ABI3_HUMAN","ABI3",0.814270299975663,-0.0234301926849444
"76","ABI3BP","ABI3BP..25890..y",0.728608256142366,-0.0180982594016013,"tr.D3YTG3.D3YTG3_HUMAN",NA,0.110658999042394,0.173250564168059
"77","ABL1","ABL1..25..y",1.04770021251134e-16,0.413403823359932,"sp.P00519.2.ABL1_HUMAN",NA,9.21993124101704e-12,0.352906861308509
"78","ABL2","ABL2..27..y",0.956876119718838,0.00282071779951713,"sp.P42684.ABL2_HUMAN","ABL2",0.000661672481629583,0.185115841533421
"79","ABLIM1","ABLIM1..3983..y",1.530949543287e-09,0.307461012952918,"tr.Q5T6N4.Q5T6N4_HUMAN",NA,2.67881627260637e-09,0.303055115581733
"80","ABLIM2","ABLIM2..84448..y",0.942686129022899,-0.00375027642115087,"sp.Q6H8Q1.9.ABLM2_HUMAN",NA,0.824402328475593,-0.0130402999174106
"81","ABLIM3","ABLIM3..22885..y",6.15235101986549e-06,0.232595671437839,"sp.O94929.3.ABLM3_HUMAN",NA,5.68768999447031e-06,0.248697657670634
"82","ABO","ABO..28..y",0.0366658133499724,0.108671969256803,"sp.P16442.BGAT_HUMAN","ABO",0.483977518303121,-0.108324199258362
"83","ABR","ABR..29..y",1.52486283949112e-06,0.246908397267398,"sp.Q12979.ABR_HUMAN","ABR",0.00020740892970866,0.194067133107373
"84","ABRACL","ABRACL..58527..y",1.13558960616346e-12,0.358627678505439,"sp.Q9P1F3.ABRAL_HUMAN","ABRACL",1.18528805871298e-06,0.258774899366689
"85","ABT1","ABT1..29777..y",1.8440680158617e-39,0.612410050678386,"sp.Q9ULW3.ABT1_HUMAN","ABT1",0.129540606497406,0.0789527993692217
"86","ABTB1","ABTB1..80325..y",0.00376659161127065,0.150264181470813,"sp.Q969K4.ABTB1_HUMAN","ABTB1",0.126698496358438,0.216680080300213
"87","ABTB2","ABTB2..25841..y",1.09140154449768e-06,0.250212468298921,"sp.Q8N961.ABTB2_HUMAN","ABTB2",0.0367467960148342,0.181996270933393
"88","ACAA1","ACAA1..30..y",7.39011187878299e-24,0.491108617140026,"sp.P09110.THIK_HUMAN","ACAA1",2.3681518394026e-08,0.285148167469289
"89","ACAA2","ACAA2..10449..y",2.95218808842212e-14,0.381382847666663,"sp.P42765.THIM_HUMAN","ACAA2",3.46447864962474e-07,0.261211501541974
"90","ACACA","ACACA..31..y",1.47936839226977e-24,0.497733545479137,"sp.Q13085.4.ACACA_HUMAN",NA,6.02829820045547e-10,0.314642188796319
"91","ACACB","ACACB..32..y",0.000705680322443913,0.175327873583926,"sp.O00763.ACACB_HUMAN","ACACB",0.0596331891463424,-0.100493850167503
"92","ACAD10","ACAD10..80724..y",2.06094682538248e-15,0.396925690809354,"sp.Q6JQN1.5.ACD10_HUMAN",NA,3.99927055500672e-07,0.259862821278084
"93","ACAD11","ACAD11..84129..y",2.29443585223825e-09,0.304282209203701,"sp.Q709F0.ACD11_HUMAN","ACAD11",0.0221231730521872,0.121769419808991
"94","ACAD8","ACAD8..27034..y",4.59237691177792e-48,0.66227032189329,"sp.Q9UKU7.ACAD8_HUMAN","ACAD8",1.9413681426699e-21,0.466980616654206
"95","ACAD9","ACAD9..28976..y",1.37915213301072e-36,0.593523629985793,"sp.Q9H845.ACAD9_HUMAN","ACAD9",2.17146952320463e-20,0.455898098674842
"96","ACADL","ACADL..33..y",0.648986991862872,-0.0237401506656877,"sp.P28330.ACADL_HUMAN","ACADL",0.272001097069777,-0.171320561061613
"97","ACADM","ACADM..34..y",5.1958849685197e-13,0.363655850009575,"sp.P11310.2.ACADM_HUMAN",NA,1.22476261625509e-12,0.358136808658485
"98","ACADS","ACADS..35..y",8.80359750251619e-13,0.360274570894531,"sp.P16219.ACADS_HUMAN","ACADS",1.93143573568987e-06,0.24454487474566
"99","ACADSB","ACADSB..36..y",1.08474615585046e-10,0.327377098162752,"sp.P45954.ACDSB_HUMAN","ACADSB",1.09866793139257e-10,0.32728457419
"100","ACADVL","ACADVL..37..y",2.26528519135918e-30,0.547884473632908,"sp.P49748.3.ACADV_HUMAN",NA,1.42134166077424e-12,0.35716776007078
"101","ACAN","ACAN..176..y",0.0961245420773339,0.0866345215386717,"tr.E7EX88.E7EX88_HUMAN",NA,0.635866675297294,-0.0829066161998719
"102","ACAP1","ACAP1..9744..y",0.324640078160851,0.05134597028668,"sp.Q15027.ACAP1_HUMAN","ACAP1",0.256047559110458,-0.0742252223083216
"103","ACAP2","ACAP2..23527..y",5.47982492881639e-26,0.510872143644513,"sp.Q15057.ACAP2_HUMAN","ACAP2",4.58757480833189e-09,0.298747993013071
"104","ACAP3","ACAP3..116983..y",1.00143103321619e-10,0.327956208697463,"sp.Q96P50.ACAP3_HUMAN","ACAP3",0.076429470976725,0.117320506535895
"105","ACAT1","ACAT1..38..y",1.05230668869403e-19,0.44842998257501,"sp.P24752.THIL_HUMAN","ACAT1",9.80221255721694e-15,0.387920342545876
"106","ACAT2","ACAT2..39..y",3.81116428237962e-14,0.379847430560464,"sp.Q9BWD1.THIC_HUMAN","ACAT2",5.54088843293405e-10,0.315282401802154
"107","ACBD3","ACBD3..64746..y",1.33272674956597e-23,0.488643385712704,"sp.Q9H3P7.GCP60_HUMAN","ACBD3",2.40731950373544e-11,0.3380867235337
"108","ACBD4","ACBD4..79777..y",8.54510898075048e-10,0.311976481618764,"sp.Q8NC06.2.ACBD4_HUMAN",NA,1.40158107316096e-05,0.338016652418843
"109","ACBD5","ACBD5..91452..y",5.08834855852672e-20,0.451891266572613,"sp.Q5T8D3.ACBD5_HUMAN","ACBD5",3.87387060911525e-15,0.393314396530435
"110","ACBD6","ACBD6..84320..y",2.09409595287438e-39,0.612058809952562,"sp.Q9BR61.ACBD6_HUMAN","ACBD6",9.09669467260197e-05,0.202035027848588
"111","ACBD7","ACBD7..414149..y",3.59232770706332e-07,0.260871745090606,"sp.Q8N6N7.ACBD7_HUMAN","ACBD7",4.37483460965497e-05,0.249199088674221
"112","ACCS","ACCS..84680..y",0.000816571267509912,0.173276501613452,"sp.Q96QU6.1A1L1_HUMAN","ACCS",0.698312051900722,0.0798187166544483
"113","ACD","ACD..65057..y",2.3237635908939e-33,0.570721206144009,"sp.Q96AP0.ACD_HUMAN","ACD",0.0070991586091356,0.150935635117477
"114","ACE","ACE..1636..y",0.162843343401895,0.0727023041363246,"sp.P12821.ACE_HUMAN","ACE",0.0447828861563728,0.137975784723948
"115","ACE2","ACE2..59272..y",0.000369323827254885,0.184169199234608,"sp.Q9BYF1.ACE2_HUMAN","ACE2",0.0968054955314633,0.230506359232019
"116","ACHE","ACHE..43..y",4.3495729721812e-09,0.299177681105953,"sp.P22303.2.ACES_HUMAN",NA,0.497693397078914,0.139186678566975
"117","ACIN1","ACIN1..22985..y",6.05342268836929e-26,0.510483501196663,"sp.Q9UKV3.5.ACINU_HUMAN",NA,1.24888485319817e-05,0.224970106314633
"118","ACIN1","ACIN1..22985..y",6.05342268836929e-26,0.510483501196663,"tr.E7EQT4.E7EQT4_HUMAN",NA,0.00533142729323894,0.146364199582306
"119","ACKR2","ACKR2..1238..y",0.630906034297843,-0.0250583755593863,"sp.O00590.ACKR2_HUMAN","ACKR2",0.499391033405235,-0.135812199827204
"120","ACKR3","ACKR3..57007..y",0.403325334972286,0.0435726195531679,"sp.P25106.ACKR3_HUMAN","ACKR3",0.702038969743509,-0.0670275048757075
"121","ACLY","ACLY..47..y",1.45884038900357e-12,0.356997895245876,"sp.P53396.2.ACLY_HUMAN",NA,0.086521173120515,0.111818112434002
"122","ACLY","ACLY..47..y",1.45884038900357e-12,0.356997895245876,"sp.P53396.ACLY_HUMAN","ACLY",0.0043138217830434,0.14806778321394
"123","ACO1","ACO1..48..y",9.90708559166165e-08,0.272667668860488,"sp.P21399.ACOC_HUMAN","ACO1",0.00170766122437264,0.162541917322196
"124","ACO2","ACO2..50..y",2.0346208374697e-40,0.618430062797479,"sp.Q99798.ACON_HUMAN","ACO2",1.07196889755244e-18,0.437100894118972
"125","ACOT1","ACOT1..641371..y",2.2862946321114e-05,0.218242094061546,"sp.Q86TX2.ACOT1_HUMAN","ACOT1",0.559478022419343,0.046927034302739
"126","ACOT11","ACOT11..26027..y",4.78409582464296e-05,0.209731808539439,"sp.Q8WXI4.2.ACO11_HUMAN",NA,0.0142257894192681,0.13979766357279
"127","ACOT13","ACOT13..55856..y",3.8409001872595e-13,0.365575643448883,"sp.Q9NPJ3.ACO13_HUMAN","ACOT13",7.86971816878796e-12,0.345781885640935
"128","ACOT2","ACOT2..10965..y",3.65155900515872e-08,0.281436498831856,"sp.P49753.ACOT2_HUMAN","ACOT2",8.04690245285053e-10,0.312437350676033
"129","ACOT4","ACOT4..122970..y",2.39897634440889e-13,0.368540751618964,"sp.Q8N9L9.ACOT4_HUMAN","ACOT4",0.0234307727383936,0.154894591452042
"130","ACOT7","ACOT7..11332..y",2.91190763038429e-12,0.352451877312047,"sp.O00154.BACH_HUMAN","ACOT7",2.45539273257271e-06,0.242119873813787
"131","ACOT8","ACOT8..10005..y",5.61204076112595e-36,0.589351801363335,"sp.O14734.ACOT8_HUMAN","ACOT8",1.0782273635026e-18,0.437071941071163
"132","ACOT9","ACOT9..23597..y",1.06735199225696e-09,0.310263235676255,"sp.Q9Y305.ACOT9_HUMAN","ACOT9",7.40920665497741e-07,0.253982047450712
"133","ACOX1","ACOX1..51..y",5.71481004505239e-16,0.404132627419391,"sp.Q15067.2.ACOX1_HUMAN",NA,5.455286252605e-07,0.256919796497045
"134","ACOX2","ACOX2..8309..y",0.000108088459770736,0.199919840367567,"sp.Q99424.ACOX2_HUMAN","ACOX2",0.227688582465523,0.185619904852437
"135","ACOX3","ACOX3..8310..y",5.4740753299397e-23,0.482654382655691,"sp.O15254.ACOX3_HUMAN","ACOX3",8.62847338590435e-08,0.280586587683556
"136","ACP1","ACP1..52..y",2.20158706885229e-42,0.630396513826046,"sp.P24666.PPAC_HUMAN","ACP1",8.56076038328142e-10,0.311962429874875
"137","ACP1","ACP1..52..y",2.20158706885229e-42,0.630396513826046,"sp.P24666.2.PPAC_HUMAN",NA,0.00453391240222771,0.247451068620956
"138","ACP2","ACP2..53..y",2.86266947936165e-16,0.407945497736574,"sp.P11117.PPAL_HUMAN","ACP2",3.1480285762253e-13,0.366832597772727
"139","ACP5","ACP5..54..y",0.00649121643733687,0.141271360876873,"sp.P13686.PPA5_HUMAN","ACP5",0.332364975885177,0.0658089382234638
"140","ACP6","ACP6..51205..y",1.1868546432803e-07,0.271047181457645,"sp.Q9NPH0.PPA6_HUMAN","ACP6",6.92995870984374e-08,0.275842991582208
"141","ACPP","ACPP..55..y",0.0322027565555616,0.111381473671207,"sp.P15309.2.PPAP_HUMAN",NA,0.0406664220451273,0.130612195368414
"142","ACSBG1","ACSBG1..23205..y",0.000505444393578938,0.179936000897434,"sp.Q96GR2.ACBG1_HUMAN","ACSBG1",0.687715876680793,-0.101803929345402
"143","ACSF2","ACSF2..80221..y",0.00014852261989543,0.195963687194331,"sp.Q96CM8.ACSF2_HUMAN","ACSF2",0.000227560067006439,0.190526674121666
"144","ACSF3","ACSF3..197322..y",2.13200440729489e-20,0.45598382342665,"sp.Q4G176.ACSF3_HUMAN","ACSF3",4.06099676513066e-07,0.259718474376924
"145","ACSL1","ACSL1..2180..y",4.26198231353766e-06,0.236449890782573,"sp.P33121.ACSL1_HUMAN","ACSL1",2.36868253264593e-08,0.285146260878981
"146","ACSL3","ACSL3..2181..y",2.21603486126031e-06,0.243159236642023,"sp.O95573.ACSL3_HUMAN","ACSL3",0.000132679437446085,0.197376805538992
"147","ACSL4","ACSL4..2182..y",0.505369739145605,0.0347341333202565,"sp.O60488.ACSL4_HUMAN","ACSL4",0.437263785345924,0.0405055332767783
"148","ACSL5","ACSL5..51703..y",0.0076051991679282,0.138559456455869,"sp.Q9ULC5.3.ACSL5_HUMAN",NA,0.0507238639040005,0.101654370821237
"149","ACSL6","ACSL6..23305..y",0.816575001667335,0.0120991276500511,"sp.Q9UKU0.9.ACSL6_HUMAN",NA,0.350027575075064,-0.0560560356382792
"150","ACSM2B","ACSM2B..348158..y",0.115864380284444,0.0818834542404466,"sp.Q68CK6.ACS2B_HUMAN","ACSM2B",0.764824403301996,-0.0629960448850147
"151","ACSM3","ACSM3..6296..y",0.00772683169257778,0.138285252668676,"sp.Q53FZ2.ACSM3_HUMAN","ACSM3",0.251156247130072,0.063736846956919
"152","ACSS1","ACSS1..84532..y",0.00340378568467057,0.15188569790798,"sp.Q9NUB1.ACS2L_HUMAN","ACSS1",0.00490801814313022,0.147548760217747
"153","ACSS2","ACSS2..55902..y",9.29739108126549e-13,0.359922326392573,"sp.Q9NR19.2.ACSA_HUMAN",NA,3.13838393624125e-05,0.214632407952001
"154","ACSS3","ACSS3..79611..y",0.00254852791481667,0.156435764841091,"sp.Q9H6R3.ACSS3_HUMAN","ACSS3",0.152166336185127,0.0844461247500338
"155","ACTA1","ACTA1..58..y",0.550810763990533,0.0311106913300999,"sp.P68133.ACTS_HUMAN","ACTA1",0.341598984905103,-0.245811434426905
"156","ACTA2","ACTA2..59..y",0.0953069606318833,0.0868474329135027,"sp.P62736.ACTA_HUMAN","ACTA2",0.761445447709719,-0.0158351301214169
"157","ACTB","ACTB..60..y",2.39377523343036e-09,0.303946984845381,"sp.P60709.ACTB_HUMAN","ACTB",0.00126719436364494,0.166959023211569
"158","ACTBL2","ACTBL2..345651..y",0.228084143225244,0.0628116595300772,"sp.Q562R1.ACTBL_HUMAN","ACTBL2",0.707584722989292,0.021744731522495
"159","ACTG1","ACTG1..71..y",2.53587209223897e-10,0.321146427954927,"tr.K7EM38.K7EM38_HUMAN",NA,0.0124237474294487,-0.131275408870634
"160","ACTL6A","ACTL6A..86..y",1.17822918687362e-40,0.619902144828721,"sp.O96019.ACL6A_HUMAN","ACTL6A",4.11877831560239e-11,0.334313606536793
"161","ACTL6B","ACTL6B..51412..y",0.594165339749365,-0.0277881311948816,"sp.O94805.ACL6B_HUMAN","ACTL6B",0.968934624060647,-0.00509163941589288
"162","ACTL8","ACTL8..81569..y",0.902486915819624,-0.00639109076880897,"sp.Q9H568.ACTL8_HUMAN","ACTL8",0.69683241208228,-0.0203210026533576
"163","ACTN1","ACTN1..87..y",0.000174904368873117,0.193897662195341,"sp.P12814.ACTN1_HUMAN","ACTN1",0.00265532394377417,0.155797533364062
"164","ACTN1","ACTN1..87..y",0.000174904368873117,0.193897662195341,"sp.P12814.4.ACTN1_HUMAN",NA,0.000202295086879298,0.192041174681771
"165","ACTN2","ACTN2..88..y",0.0356533190229682,0.109260996573515,"sp.P35609.ACTN2_HUMAN","ACTN2",0.704851035391255,-0.0407094694407001
"166","ACTN3","ACTN3..89..y",0.297188191849434,0.0543398822220698,"sp.Q08043.ACTN3_HUMAN","ACTN3",0.563588106762535,-0.0651127913483354
"167","ACTN4","ACTN4..81..y",1.01333911056887e-10,0.327870625556671,"sp.O43707.ACTN4_HUMAN","ACTN4",1.13811795980481e-06,0.249800927343493
"168","ACTN4","ACTN4..81..y",1.01333911056887e-10,0.327870625556671,"tr.H7C144.H7C144_HUMAN",NA,0.00123411460506672,0.312612056328716
