"","RNA_ID","RNA_Name","RNA.Gene.Pvalue","RNA.Gene.Corr","Protein_ID","Approved_Symbol","Protein.Gene.Pvalue","Protein.Gene.Corr"
"1608","CD46","CD46..4179..y",7.48279969800253e-11,0.33005760499304,"sp.P15529.2.MCP_HUMAN",NA,0.00938839518248991,0.134880382528394
"1609","CD46","CD46..4179..y",7.48279969800253e-11,0.33005760499304,"sp.P15529.MCP_HUMAN","CD46",0.743520724964646,0.0270275471846517
"1610","CD47","CD47..961..y",1.02815546019964e-09,0.310552216685001,"sp.Q08722.CD47_HUMAN","CD47",1.04344276473298e-07,0.272203524811531
"1611","CD48","CD48..962..y",0.020292841997954,0.120624541357648,"sp.P09326.CD48_HUMAN","CD48",0.00192866826954153,0.329806785746971
"1612","CD53","CD53..963..y",0.529752530969568,-0.032770227005047,"sp.P19397.CD53_HUMAN","CD53",0.00841890570367957,-0.268885711012178
"1613","CD55","CD55..1604..y",0.298284964912899,0.0542168438482789,"sp.P08174.7.DAF_HUMAN",NA,0.336276079724273,0.0501267440770514
"1614","CD58","CD58..965..y",5.12183637088682e-14,0.378060234554199,"sp.P19256.LFA3_HUMAN","CD58",1.97231505674609e-11,0.339474062739169
"1615","CD59","CD59..966..y",2.00889792626978e-09,0.305330583063572,"sp.P13987.CD59_HUMAN","CD59",3.10576622435811e-09,0.301878143226796
"1616","CD63","CD63..967..y",0.108923548445263,0.0834755599306913,"sp.P08962.CD63_HUMAN","CD63",0.267591057552904,0.0577821303777862
"1617","CD69","CD69..969..y",0.945331882610302,0.00357687710758881,"sp.Q07108.CD69_HUMAN","CD69",0.383512909688015,0.174679915708383
"1618","CD7","CD7..924..y",0.426176612986845,-0.0414917145858641,"sp.P09564.CD7_HUMAN","CD7",0.351876735109927,-0.112947523553248
"1619","CD70","CD70..970..y",0.0010272193489156,0.17000436599319,"sp.P32970.CD70_HUMAN","CD70",0.00432247634253436,0.194796268409079
"1620","CD72","CD72..971..y",0.0222668423584036,0.118813111426433,"sp.P21854.CD72_HUMAN","CD72",0.155959055515734,0.201622454147142
"1621","CD74","CD74..972..y",0.219476765769918,-0.0639876285345951,"sp.P04233.HG2A_HUMAN","CD74",0.351664011430793,-0.0485551677153556
"1622","CD79A","CD79A..973..y",0.267257256653123,0.0578223928243748,"sp.P11912.CD79A_HUMAN","CD79A",0.778226672437202,-0.0257585897524102
"1623","CD79B","CD79B..974..y",0.511769745136522,-0.0342139904777053,"sp.P40259.3.CD79B_HUMAN",NA,0.490796941882057,-0.0570766430814743
"1624","CD81","CD81..975..y",4.72638408647093e-06,0.235370623957399,"sp.P60033.CD81_HUMAN","CD81",3.52902376005729e-05,0.215877983330495
"1625","CD82","CD82..3732..y",0.00300711521875646,0.153848727902782,"sp.P27701.CD82_HUMAN","CD82",0.306044524396357,0.0553456381030383
"1626","CD83","CD83..9308..y",2.88671661260067e-05,0.215590805507226,"sp.Q01151.CD83_HUMAN","CD83",0.812295871656462,-0.0286853084345143
"1627","CD84","CD84..8832..y",0.203506949129695,-0.0662600841817001,"sp.Q9UIB8.SLAF5_HUMAN","CD84",0.701724590710712,-0.0374522796766266
"1628","CD86","CD86..942..y",0.299303914046165,-0.0541028052922484,"sp.P42081.CD86_HUMAN","CD86",0.839293893011531,-0.0262857100011942
"1629","CD9","CD9..928..y",0.00172425576991416,0.162396889852324,"sp.P21926.CD9_HUMAN","CD9",0.00292505218303162,0.154284033099027
"1630","CD93","CD93..22918..y",0.624634417942244,0.025519326586163,"sp.Q9NPY3.C1QR1_HUMAN","CD93",0.381024120135711,0.0706173308722301
"1631","CD96","CD96..10225..y",0.773984068000869,0.0149789734206637,"sp.P40200.TACT_HUMAN","CD96",0.560132954489494,-0.0835141615457426
"1632","CD99","CD99..4267..y",1.61595483006369e-07,0.268253831540453,"sp.P14209.CD99_HUMAN","CD99",1.00193132744686e-05,0.227371195775652
"1633","CD99L2","CD99L2..83692..y",0.0468106459698189,0.103424332688367,"sp.Q8TCZ2.C99L2_HUMAN","CD99L2",0.00273985594628475,0.15920799122952
"1634","CDA","CDA..978..y",0.361849958700156,-0.047538647115405,"sp.P32320.CDD_HUMAN","CDA",0.725599576523343,-0.0183072588810953
"1635","CDAN1","CDAN1..146059..y",2.96677145002556e-23,0.485265527668515,"sp.Q8IWY9.CDAN1_HUMAN","CDAN1",0.00109733669354284,0.218655713656966
"1636","CDC123","CDC123..8872..y",8.2670286866751e-44,0.638757723515122,"sp.O75794.CD123_HUMAN","CDC123",4.03841163665799e-11,0.334452960653049
"1637","CDC16","CDC16..8881..y",1.9913040770759e-48,0.664181493302701,"sp.Q13042.CDC16_HUMAN","CDC16",3.72350177982819e-08,0.281267987608776
"1638","CDC20","CDC20..991..y",1.36491740935301e-17,0.42417484751197,"sp.Q12834.CDC20_HUMAN","CDC20",6.56037499681022e-14,0.376555045110201
"1639","CDC23","CDC23..8697..y",6.12051394728408e-26,0.510440440139407,"sp.Q9UJX2.CDC23_HUMAN","CDC23",0.0133586362366901,0.128521417580472
"1640","CDC25B","CDC25B..994..y",7.35696258093026e-21,0.460915823653366,"sp.P30305.MPIP2_HUMAN","CDC25B",1.03966429324921e-05,0.271162531013725
"1641","CDC25C","CDC25C..995..y",1.58329710404546e-14,0.385095103729204,"sp.P30307.MPIP3_HUMAN","CDC25C",0.00352889083494596,0.158977438681159
"1642","CDC26","CDC26..246184..y",4.5969848693236e-33,0.568534907259784,"sp.Q8NHZ8.CDC26_HUMAN","CDC26",0.00443193193385509,0.147626996002791
"1643","CDC27","CDC27..996..y",2.62154263600896e-23,0.48579017127251,"sp.P30260.2.CDC27_HUMAN",NA,2.40606344442595e-10,0.321536128298293
"1644","CDC34","CDC34..997..y",1.00367959940948e-22,0.480047917749133,"sp.P49427.UB2R1_HUMAN","CDC34",5.11463497587315e-08,0.28490916036881
"1645","CDC37","CDC37..11140..y",1.87500976983892e-36,0.592615794455514,"sp.Q16543.CDC37_HUMAN","CDC37",9.38899525345442e-21,0.459792351872033
"1646","CDC37L1","CDC37L1..55664..y",1.50764059962341e-60,0.720818133977998,"sp.Q7L3B6.CD37L_HUMAN","CDC37L1",1.38063725648781e-26,0.533168954569151
"1647","CDC40","CDC40..51362..y",6.88611886608904e-50,0.67173634203461,"sp.O60508.PRP17_HUMAN","CDC40",1.09757222193211e-20,0.459070881500153
"1648","CDC42","CDC42..998..y",9.48307473856936e-42,0.626592264439643,"sp.P60953.1.CDC42_HUMAN",NA,0.0238181316257222,0.117484774000317
"1649","CDC42","CDC42..998..y",9.48307473856936e-42,0.626592264439643,"sp.P60953.CDC42_HUMAN","CDC42",0.163653057203757,0.073465692354335
"1650","CDC42BPA","CDC42BPA..8476..y",0.0103414471526005,0.133162714362486,"sp.Q5VT25.2.MRCKA_HUMAN",NA,0.000584698108885313,0.1779385250876
"1651","CDC42BPB","CDC42BPB..9578..y",1.63501278921596e-12,0.356253012623692,"sp.Q9Y5S2.MRCKB_HUMAN","CDC42BPB",8.03397633649497e-09,0.294185186015081
"1652","CDC42BPG","CDC42BPG..55561..y",2.57785314833373e-06,0.241625035819157,"sp.Q6DT37.MRCKG_HUMAN","CDC42BPG",0.00844701435873306,0.159109710725939
"1653","CDC42EP1","CDC42EP1..11135..y",0.470572854954433,0.0376254841937977,"sp.Q00587.BORG5_HUMAN","CDC42EP1",0.0410305616512053,0.106280597731472
"1654","CDC42EP2","CDC42EP2..10435..y",2.44870927859871e-11,0.337967739073907,"sp.O14613.BORG1_HUMAN","CDC42EP2",0.00604026745126572,0.163125352277268
"1655","CDC42EP3","CDC42EP3..10602..y",3.75375621487265e-06,0.237767962963107,"sp.Q9UKI2.BORG2_HUMAN","CDC42EP3",0.000183617842241482,0.205739610361365
"1656","CDC42EP4","CDC42EP4..23580..y",1.1851640013092e-05,0.225543204712204,"sp.Q9H3Q1.BORG4_HUMAN","CDC42EP4",5.05413646365022e-05,0.209085098915355
"1657","CDC42EP5","CDC42EP5..148170..y",0.00834533309563918,0.136947816648121,"sp.Q6NZY7.BORG3_HUMAN","CDC42EP5",0.10696893861861,0.132144219609008
"1658","CDC42SE1","CDC42SE1..56882..y",6.19903219543784e-37,0.595873785783922,"sp.Q9NRR8.C42S1_HUMAN","CDC42SE1",0.000380966448191436,0.265638277028565
"1659","CDC42SE2","CDC42SE2..56990..y",1.54542500420012e-11,0.341162537387613,"sp.Q9NRR3.C42S2_HUMAN","CDC42SE2",2.32384520180692e-05,0.256767151060059
"1660","CDC45","CDC45..8318..y",3.39963573087803e-31,0.554355904895583,"sp.O75419.3.CDC45_HUMAN",NA,1.79463057772599e-05,0.2559503224965
"1661","CDC5L","CDC5L..988..y",2.94275738719689e-31,0.554842613435279,"sp.Q99459.CDC5L_HUMAN","CDC5L",0.00022773265380689,0.190516880154149
"1662","CDC6","CDC6..990..y",1.12669396382878e-27,0.525659401792373,"sp.Q99741.CDC6_HUMAN","CDC6",0.939751924943348,0.00769384519127843
"1663","CDC7","CDC7..8317..y",6.18041412901032e-25,0.501268819518563,"sp.O00311.CDC7_HUMAN","CDC7",5.1858993767811e-08,0.322749764454609
"1664","CDC73","CDC73..79577..y",1.1265569578443e-27,0.525659853579059,"sp.Q6P1J9.CDC73_HUMAN","CDC73",1.89277044731221e-05,0.220366160461264
"1665","CDCA2","CDCA2..157313..y",3.39470984974476e-29,0.5383970229233,"sp.Q69YH5.CDCA2_HUMAN","CDCA2",1.79679503012606e-10,0.323691513738125
"1666","CDCA3","CDCA3..83461..y",1.93402133251559e-17,0.422360217693455,"sp.Q99618.CDCA3_HUMAN","CDCA3",7.00526821719354e-08,0.279050607482879
"1667","CDCA4","CDCA4..55038..y",1.0691478800661e-22,0.479774952031412,"sp.Q9BXL8.CDCA4_HUMAN","CDCA4",0.000593682843217602,0.278133555074138
"1668","CDCA5","CDCA5..113130..y",6.08997576709281e-13,0.36264188056825,"sp.Q96FF9.CDCA5_HUMAN","CDCA5",0.000746620389102958,0.174537909398341
"1669","CDCA7","CDCA7..83879..y",0.00101353269153214,0.170197219659283,"sp.Q9BWT1.CDCA7_HUMAN","CDCA7",0.40798035337672,0.0573951707350447
"1670","CDCA7L","CDCA7L..55536..y",9.73141941738771e-07,0.251334919673822,"sp.Q96GN5.CDA7L_HUMAN","CDCA7L",0.00668666999034655,0.144309140632075
"1671","CDCA8","CDCA8..55143..y",7.04718737686133e-21,0.461113556666057,"sp.Q53HL2.BOREA_HUMAN","CDCA8",0.000852293074959166,0.172670404916884
"1672","CDCP1","CDCP1..64866..y",0.0233976898146981,-0.117837220910719,"sp.Q9H5V8.CDCP1_HUMAN","CDCP1",0.0226739899061594,-0.118456914399607
"1673","CDH1","CDH1..999..y",0.000920939704108833,0.171568783066211,"sp.P12830.CADH1_HUMAN","CDH1",0.00303015917147083,0.153728432048623
"1674","CDH10","CDH10..1008..y",0.0264566045316347,0.115388121743752,"sp.Q9Y6N8.CAD10_HUMAN","CDH10",0.186239705444512,0.136058154773397
"1675","CDH11","CDH11..1009..y",0.437464220018866,0.0404878383036866,"sp.P55287.CAD11_HUMAN","CDH11",0.223226338093801,0.0795813758196962
"1676","CDH12","CDH12..1010..y",0.819339436852417,-0.0119135630395642,"sp.P55289.CAD12_HUMAN","CDH12",0.426868426350037,0.0957801578947679
"1677","CDH13","CDH13..1012..y",0.455689664056553,-0.0388977155742493,"sp.P55290.4.CAD13_HUMAN",NA,0.598985596411798,-0.030480723401661
"1678","CDH15","CDH15..1013..y",0.747573122404155,-0.0167873420979865,"sp.P55291.CAD15_HUMAN","CDH15",0.86243226099201,-0.0357292022920212
"1679","CDH16","CDH16..1014..y",0.482355671797431,0.0366339090407165,"sp.O75309.CAD16_HUMAN","CDH16",0.641585235876901,0.072160043754261
"1680","CDH17","CDH17..1015..y",0.572710139228414,0.0294175155550367,"sp.Q12864.CAD17_HUMAN","CDH17",0.615973133648773,0.0315564697514082
"1681","CDH19","CDH19..28513..y",0.0957118244210155,0.0867418186191216,"sp.Q9H159.CAD19_HUMAN","CDH19",0.62561741463468,-0.0692625468441368
"1682","CDH2","CDH2..1000..y",0.036406092779777,0.108821734379261,"sp.P19022.CADH2_HUMAN","CDH2",0.0741998386124352,0.0929309380960354
"1683","CDH23","CDH23..64072..y",0.230693814453837,0.0624613595512587,"sp.Q9H251.8.CAD23_HUMAN",NA,0.211576722365621,0.309369777556224
"1684","CDH24","CDH24..64403..y",6.2759947206782e-08,0.276716542524908,"sp.Q86UP0.CAD24_HUMAN","CDH24",0.63598427804576,-0.0973946196702971
"1685","CDH3","CDH3..1001..y",0.00118538851060082,0.167932536882425,"sp.P22223.CADH3_HUMAN","CDH3",0.0681727089361979,0.0949251328392242
"1686","CDH4","CDH4..1002..y",0.392650961710127,0.0445686790922118,"sp.P55283.CADH4_HUMAN","CDH4",0.682130757691892,0.0224914607425904
"1687","CDH5","CDH5..1003..y",0.531002634022325,0.0326707982662011,"sp.P33151.CADH5_HUMAN","CDH5",0.282917267839283,0.0937892158065671
"1688","CDH6","CDH6..1004..y",0.906698494151417,0.00611376932482792,"sp.P55285.CADH6_HUMAN","CDH6",0.833065302865319,0.0132636297179944
"1689","CDH7","CDH7..1005..y",7.62708409426376e-08,0.274995347591069,"sp.Q9ULB5.CADH7_HUMAN","CDH7",0.00139217218665068,0.583710720506763
"1690","CDH8","CDH8..1006..y",0.19245777041833,0.0679091020527829,"sp.P55286.CADH8_HUMAN","CDH8",0.404573618951892,-0.130403187878038
"1691","CDHR2","CDHR2..54825..y",0.547246889714644,0.0313893065665633,"sp.Q9BYE9.CDHR2_HUMAN","CDHR2",0.81970588707782,-0.0399620140000519
"1692","CDHR5","CDHR5..53841..y",0.0029909126512006,0.153933812289618,"sp.Q9HBB8.CDHR5_HUMAN","CDHR5",0.141206896958159,0.189014440438762
"1693","CDIP1","CDIP1..29965..y",0.000480635739981019,0.180621335546343,"sp.Q9H305.CDIP1_HUMAN","CDIP1",0.0040261589603074,0.268558231695179
"1694","CDIPT","CDIPT..10423..y",3.87095046096824e-25,0.50314714878574,"sp.O14735.CDIPT_HUMAN","CDIPT",2.57298697624931e-12,0.366063616775342
"1695","CDK1","CDK1..983..y",3.23763795257796e-18,0.431552951680886,"sp.P06493.CDK1_HUMAN","CDK1",7.30681304917489e-07,0.254116376626657
"1696","CDK10","CDK10..8558..y",2.36277770928195e-07,0.264771047316368,"sp.Q15131.CDK10_HUMAN","CDK10",0.110774655357527,0.0997139667829026
"1697","CDK11A","CDK11A..728642..y",7.20792392754161e-31,0.551808515369941,"sp.Q9UQ88.CD11A_HUMAN","CDK11A",9.21565932594145e-10,0.311395773280996
"1698","CDK11B","CDK11B..984..y",5.19353109052123e-40,0.615886598260511,"sp.P21127.2.CD11B_HUMAN",NA,1.03052909428719e-11,0.343945387237639
"1699","CDK12","CDK12..51755..y",3.24424050912777e-27,0.5217044758437,"sp.Q9NYV4.CDK12_HUMAN","CDK12",3.37951054336132e-13,0.366384896880805
"1700","CDK13","CDK13..8621..y",5.30190568340627e-31,0.55285218071769,"sp.Q14004.CDK13_HUMAN","CDK13",1.07097029610708e-13,0.373551672753881
"1701","CDK14","CDK14..5218..y",0.0397942151055215,0.106935230016668,"sp.O94921.CDK14_HUMAN","CDK14",0.0825204401346739,0.15783025306852
"1702","CDK16","CDK16..5127..y",3.87927590977541e-41,0.622871874655602,"sp.Q00536.2.CDK16_HUMAN",NA,2.50156469805746e-16,0.41279861008409
"1703","CDK17","CDK17..5128..y",7.16112840146633e-14,0.376020381408687,"sp.Q00537.CDK17_HUMAN","CDK17",2.32024808866762e-08,0.307342746065458
"1704","CDK18","CDK18..5129..y",0.000860976040985744,0.172526628908882,"sp.Q07002.3.CDK18_HUMAN",NA,0.00276487811058328,0.23657858293091
"1705","CDK19","CDK19..23097..y",1.5893152293838e-21,0.46788113173351,"sp.Q9BWU1.CDK19_HUMAN","CDK19",1.04218582770471e-06,0.25682615013712
"1706","CDK2","CDK2..1017..y",0.00023702523862805,0.189999526149303,"sp.P24941.CDK2_HUMAN","CDK2",0.206867355868901,0.065771497565435
"1707","CDK2AP1","CDK2AP1..8099..y",1.28124322200831e-06,0.248633931028234,"sp.O14519.CDKA1_HUMAN","CDK2AP1",0.265194747620847,0.0594611301431888
"1708","CDK3","CDK3..1018..y",3.54734985510122e-15,0.393820925490314,"sp.Q00526.CDK3_HUMAN","CDK3",0.872750606951678,-0.00866693558003141
"1709","CDK4","CDK4..1019..y",9.70866711509135e-51,0.676034725849179,"sp.P11802.CDK4_HUMAN","CDK4",1.59319718741693e-20,0.457342161381706
"1710","CDK5","CDK5..1020..y",2.07027366295029e-44,0.642209017183566,"sp.Q00535.CDK5_HUMAN","CDK5",4.8882272838831e-26,0.51131753251196
"1711","CDK5RAP1","CDK5RAP1..51654..y",5.89261567747329e-43,0.633785293906794,"sp.Q96SZ6.CK5P1_HUMAN","CDK5RAP1",2.21288178067271e-11,0.338673797921508
"1712","CDK5RAP2","CDK5RAP2..55755..y",1.82781062631413e-10,0.3235656492814,"sp.Q96SN8.CK5P2_HUMAN","CDK5RAP2",5.07239378088965e-08,0.27858274842971
"1713","CDK5RAP3","CDK5RAP3..80279..y",8.01997973020338e-20,0.449728551489418,"tr.F5H3I5.F5H3I5_HUMAN",NA,0.125171884744938,0.0798616673199534
"1714","CDK6","CDK6..1021..y",5.55015827351839e-07,0.256755301471408,"sp.Q00534.CDK6_HUMAN","CDK6",0.000104841138646863,0.200295569199255
"1715","CDK7","CDK7..1022..y",1.59964619605831e-29,0.541064429780693,"sp.P50613.CDK7_HUMAN","CDK7",0.0325013923913623,0.112568759183355
"1716","CDK8","CDK8..1024..y",3.13019287951737e-41,0.623441753507014,"sp.P49336.CDK8_HUMAN","CDK8",2.48660498780782e-12,0.380031125482905
"1717","CDK9","CDK9..1025..y",6.60818040078476e-26,0.5101407705671,"sp.P50750.2.CDK9_HUMAN",NA,0.421167493213963,0.0419421427392496
"1718","CDKAL1","CDKAL1..54901..y",7.37562750380733e-42,0.627250758142744,"sp.Q5VV42.CDKAL_HUMAN","CDKAL1",1.81414795814129e-35,0.585817072761397
"1719","CDKL5","CDKL5..6792..y",3.88714435820438e-05,0.212159364179435,"sp.O76039.CDKL5_HUMAN","CDKL5",0.0394255546950505,0.133335624469551
"1720","CDKN1A","CDKN1A..1026..y",0.928784498979001,-0.00466209484526821,"sp.P38936.CDN1A_HUMAN","CDKN1A",0.234379324316818,-0.0709126646898928
"1721","CDKN1B","CDKN1B..1027..y",3.42337793013774e-16,0.406963603666166,"sp.P46527.CDN1B_HUMAN","CDKN1B",0.000146223577386673,0.198558098313048
"1722","CDKN1C","CDKN1C..1028..y",0.00589907378250329,0.142887591351877,"sp.P49918.2.CDN1C_HUMAN",NA,0.332132108489386,-0.115938423861128
"1723","CDKN2A","CDKN2A..1029..y",3.50701903240522e-71,0.761125970147633,"sp.Q8N726.CD2A2_HUMAN",NA,5.51432052354154e-09,0.342483315296888
"1724","CDKN2A","CDKN2A..1029..y",3.50701903240522e-71,0.761125970147633,"sp.P42771.CD2A1_HUMAN",NA,4.3593258726245e-21,0.463312601955817
"1725","CDKN2AIP","CDKN2AIP..55602..y",1.22161226485547e-26,0.516671946011283,"sp.Q9NXV6.CARF_HUMAN","CDKN2AIP",2.43002642218446e-25,0.505004829786762
"1726","CDKN2AIPNL","CDKN2AIPNL..91368..y",2.97505127770104e-20,0.454422737341588,"sp.Q96HQ2.C2AIL_HUMAN","CDKN2AIPNL",0.0251640558853365,0.11639153782027
"1727","CDKN2B","CDKN2B..1030..y",4.25555777061307e-47,0.657108535642408,"sp.P42772.CDN2B_HUMAN","CDKN2B",0.0675432422485163,0.205428736847479
"1728","CDKN2C","CDKN2C..1031..y",5.95892721135364e-12,0.347663764647545,"sp.P42773.CDN2C_HUMAN","CDKN2C",0.00928555626513644,0.138476779123362
"1729","CDKN2D","CDKN2D..1032..y",3.81018710589624e-14,0.379848976308703,"sp.P55273.CDN2D_HUMAN","CDKN2D",0.0388373561991173,0.265241264114656
"1730","CDKN3","CDKN3..1033..y",5.56538283753352e-25,0.501690629390376,"sp.Q16667.CDKN3_HUMAN","CDKN3",0.631961714404084,0.0437937054523154
"1731","CDNF","CDNF..441549..y",6.01864244185863e-13,0.362717247474182,"sp.Q49AH0.CDNF_HUMAN","CDNF",0.782056676732379,0.0316206383894243
"1732","CDO1","CDO1..1036..y",0.107837478750838,-0.0837318558122377,"sp.Q16878.CDO1_HUMAN","CDO1",0.176911094143411,-0.204917654460621
"1733","CDON","CDON..50937..y",0.0385203513639844,0.107627958968278,"sp.Q4KMG0.CDON_HUMAN","CDON",0.881431073182711,-0.0209862343916573
"1734","CDPF1","CDPF1..150383..y",1.26335781630196e-28,0.533680608725415,"sp.Q6NVV7.CDPF1_HUMAN","CDPF1",0.00278539467296682,0.179681246444482
"1735","CDR2","CDR2..1039..y",1.08916009059576e-17,0.425344153624354,"sp.Q01850.CDR2_HUMAN","CDR2",8.90770539396334e-08,0.283825465484238
"1736","CDR2L","CDR2L..30850..y",3.97490190613551e-05,0.211899664022566,"sp.Q86X02.CDR2L_HUMAN","CDR2L",1.82946269511591e-07,0.284001891635383
"1737","CDS1","CDS1..1040..y",0.138211338117855,0.0772168815623539,"sp.Q92903.CDS1_HUMAN","CDS1",0.0304579989254519,0.140914331102448
"1738","CDS2","CDS2..8760..y",1.64128819961689e-37,0.59973708542459,"sp.O95674.CDS2_HUMAN","CDS2",4.85047661553199e-20,0.452117948970152
"1739","CDSN","CDSN..1041..y",0.00952198071526434,0.134630544821979,"sp.Q15517.CDSN_HUMAN","CDSN",0.54000955446638,0.0960651251761513
"1740","CDT1","CDT1..81620..y",1.14350125525704e-08,0.291268938641478,"sp.Q9H211.CDT1_HUMAN","CDT1",0.000290209516086352,0.241519891974295
"1741","CDV3","CDV3..55573..y",1.19908736171519e-18,0.436543043438619,"sp.Q9UKY7.CDV3_HUMAN","CDV3",0.00304470754101455,0.153652912746391
"1742","CDX1","CDX1..1044..y",0.683747438958143,-0.0212468672114963,"sp.P47902.CDX1_HUMAN","CDX1",0.813188112609919,-0.036669537980507
"1743","CDX2","CDX2..1045..y",1.83034461463531e-11,0.339992290076368,"sp.Q99626.CDX2_HUMAN","CDX2",0.00570325219661106,0.248885691039302
"1744","CDYL","CDYL..9425..y",1.74807407761957e-25,0.506312212195867,"sp.Q9Y232.CDYL1_HUMAN","CDYL",8.40111571619992e-14,0.375043358728892
"1745","CDYL2","CDYL2..124359..y",2.42509630158032e-05,0.217575045220797,"sp.Q8N8U2.CDYL2_HUMAN","CDYL2",0.345022662913447,0.0921758572343433
"1746","CEACAM1","CEACAM1..634..y",0.138130484103779,0.0772326765499923,"sp.P13688.CEAM1_HUMAN","CEACAM1",0.227915746271569,0.0652729487916106
"1747","CEACAM5","CEACAM5..1048..y",0.918136441791465,0.00536145509167703,"sp.P06731.CEAM5_HUMAN","CEACAM5",0.448823830627098,0.0433114297583003
"1748","CEACAM6","CEACAM6..4680..y",0.00876602083221019,0.136087737616793,"sp.P40199.CEAM6_HUMAN","CEACAM6",0.0251631497904584,0.160734984710393
"1749","CEACAM7","CEACAM7..1087..y",0.0232047779343527,0.118000769917585,"sp.Q14002.CEAM7_HUMAN","CEACAM7",0.466980864608421,0.102088932452319
"1750","CEBPA","CEBPA..1050..y",0.00535512817262874,0.144506153742936,"sp.P49715.CEBPA_HUMAN","CEBPA",0.0297971869920181,0.140583520384947
"1751","CEBPB","CEBPB..1051..y",1.52415712653592e-08,0.288870494789442,"sp.P17676.CEBPB_HUMAN","CEBPB",1.07935999730603e-06,0.25032128279646
"1752","CEBPD","CEBPD..1052..y",0.00082851218455508,0.173071218896227,"sp.P49716.CEBPD_HUMAN","CEBPD",0.227753460306804,0.0753517094926747
"1753","CEBPE","CEBPE..1053..y",0.922765544034903,-0.00505730688239648,"sp.Q15744.CEBPE_HUMAN","CEBPE",0.350513743308256,0.186924534339927
"1754","CEBPG","CEBPG..1054..y",5.02747928555757e-20,0.451948263303909,"sp.P53567.CEBPG_HUMAN","CEBPG",8.36577799560322e-12,0.392821583743909
"1755","CEBPZ","CEBPZ..10153..y",1.62639875930041e-17,0.423263587997647,"sp.Q03701.CEBPZ_HUMAN","CEBPZ",1.34933112932178e-10,0.32578919067506
"1756","CECR2","CECR2..27443..y",0.00150550052137138,0.164420788177816,"sp.Q9BXF3.CECR2_HUMAN","CECR2",0.36973091438167,0.0884228839438795
"1757","CEL","CEL..1056..y",6.11928326471566e-05,0.206817096009592,"sp.P19835.CEL_HUMAN","CEL",0.197434987780719,0.219935968786868
"1758","CELF1","CELF1..10658..y",7.71279636819817e-14,0.375566754979379,"tr.G5EA30.G5EA30_HUMAN",NA,6.84838926812685e-09,0.29549353262368
"1759","CELF2","CELF2..10659..y",0.0950174401178053,-0.0869231779827649,"sp.O95319.CELF2_HUMAN","CELF2",0.703901372013473,-0.0198234777061049
"1760","CELF2","CELF2..10659..y",0.0950174401178053,-0.0869231779827649,"tr.E9PC62.E9PC62_HUMAN",NA,0.150343239314975,-0.142039441219291
"1761","CELF3","CELF3..11189..y",0.1064056065963,0.0840728851369328,"sp.Q5SZQ8.CELF3_HUMAN","CELF3",0.140513401512525,0.297090518460798
"1762","CELF4","CELF4..56853..y",4.2145902308307e-05,0.211217036754013,"sp.Q9BZC1.CELF4_HUMAN","CELF4",0.039438289195236,0.292267987816225
"1763","CELSR1","CELSR1..9620..y",0.000543728784357179,0.178937368628245,"sp.Q9NYQ6.CELR1_HUMAN","CELSR1",0.00749513692611224,0.143945043783991
"1764","CELSR2","CELSR2..1952..y",1.36491272886027e-09,0.3083560455574,"sp.Q9HCU4.CELR2_HUMAN","CELSR2",7.18607921834474e-06,0.255862755072693
"1765","CELSR3","CELSR3..1951..y",9.46718222236223e-05,0.201547333055046,"sp.Q9NYQ7.2.CELR3_HUMAN",NA,0.740128943398428,0.0274920909112431
"1766","CEND1","CEND1..51286..y",0.0914649809963892,0.0878679238549779,"sp.Q8N111.CEND_HUMAN","CEND1",0.370534850187372,0.0648106976097899
"1767","CENPB","CENPB..1059..y",1.02115338343464e-26,0.517357189328878,"sp.P07199.CENPB_HUMAN","CENPB",4.31042703774741e-11,0.333991702583707
"1768","CENPC","CENPC..1060..y",2.68922549528393e-05,0.216399999978987,"sp.Q03188.CENPC_HUMAN","CENPC",0.306705617610364,0.0532820520178591
"1769","CENPE","CENPE..1062..y",1.08686622026244e-13,0.373460902256359,"sp.Q02224.CENPE_HUMAN","CENPE",0.0108190134692121,0.139288997500177
"1770","CENPF","CENPF..1063..y",3.25855871896807e-15,0.394308583492065,"sp.P49454.CENPF_HUMAN","CENPF",2.519425225791e-05,0.217142067146489
"1771","CENPH","CENPH..64946..y",8.09785779405855e-11,0.32948956134248,"sp.Q9H3R5.CENPH_HUMAN","CENPH",0.0371669125374587,0.108385541173626
"1772","CENPI","CENPI..2491..y",2.30749754946544e-05,0.218137754584513,"sp.Q92674.CENPI_HUMAN","CENPI",0.257783952085685,0.0627586994481622
"1773","CENPJ","CENPJ..55835..y",1.53048803243476e-24,0.49759511159267,"sp.Q9HC77.CENPJ_HUMAN","CENPJ",2.71612653860499e-05,0.30168816068839
"1774","CENPK","CENPK..64105..y",7.41010158181482e-15,0.389556301013473,"sp.Q9BS16.CENPK_HUMAN","CENPK",0.182242437852869,0.0703613169463008
"1775","CENPL","CENPL..91687..y",3.7582657050342e-17,0.418870344122513,"sp.Q8N0S6.CENPL_HUMAN","CENPL",0.821539424929745,0.014454395066109
"1776","CENPM","CENPM..79019..y",2.6482378393719e-23,0.485747238827028,"sp.Q9NSP4.CENPM_HUMAN","CENPM",0.0367091103245006,0.124026432478408
