"","RNA_Name","RNA_ID","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss","Three.RNA.Gain","Three.RNA.Loss","Three.Protein.Gain","Three.Protein.Loss"
"3316","GTF2H3","GTF2H3",0.755328009316169,0.0357502989527907,0.030179074761789,-0.19300942141058,0.0962326914706262,0.228759720363371,"sp.Q13889.TF2H3_HUMAN",0.744444689124681,-0.0300690178792146,0.482695744628007,0.0521171218039505,0.448008973950706,-0.0821861396831651,"Buffering","Buffering","Buffering","Buffering"
"3317","GTF2H4","GTF2H4",0.0119363604675026,0.214683322975434,3.01936293877284e-08,-0.466955369277279,2.22922956796724e-09,0.681638692252713,"sp.Q92759.TF2H4_HUMAN",0.551809154007495,0.0509492511958621,0.147708934121823,-0.0909344528163238,0.134895089187823,0.141883704012186,"Buffering","Scaling","Buffering","Buffering"
"3318","GTF2H5","GTF2H5",0.547850884734829,0.0842697009001077,1.82984952250594e-06,-0.336976343856916,0.00564397239096057,0.421246044757024,"sp.Q6ZYL4.TF2H5_HUMAN",0.0614763459341984,-0.321195707999938,0.0184348016336507,-0.186601399946014,0.423242833646654,-0.134594308053923,"Buffering","Scaling","Anti-Scaling","Buffering"
"3319","GTF2I","GTF2I",0.000678982767307841,0.260480467624246,5.86059899351563e-05,-0.396133632933105,2.69601812306957e-09,0.656614100557351,"sp.P78347.GTF2I_HUMAN",0.351351493867647,0.0647238793880462,0.0219441847681652,-0.250342315219357,0.00702944976659911,0.315066194607403,"Scaling","Scaling","Buffering","Scaling"
"3320","GTF2IRD1","GTF2IRD1",0.0351887901510971,0.252269692619126,0.256104398819512,-0.168451138150022,0.00626176256986033,0.420720830769148,"sp.Q9UHL9.3.GT2D1_HUMAN",0.297433393925612,0.103897054552219,0.933560439442068,-0.0124118847847695,0.453637917076836,0.116308939336989,"Scaling","Buffering","Buffering","Buffering"
"3321","GTF3A","GTF3A",0.00021556385050965,0.570447370797972,4.8815660715583e-08,-0.438197197368893,7.32381097526634e-09,1.00864456816686,"sp.Q92664.TF3A_HUMAN",0.0683789746884336,0.476926866884497,4.19725187231528e-05,-0.528129357143119,0.000527253431369134,1.00505622402762,"Scaling","Scaling","Scaling","Scaling"
"3322","GTF3C1","GTF3C1",0.252710889724559,0.120974239006054,7.03690311138456e-05,-0.278542204114653,0.000883084796049356,0.399516443120707,"sp.Q12789.TF3C1_HUMAN",0.540591234436111,-0.0481513494787932,0.0895051338339593,-0.0892290329708139,0.628709165226492,0.0410776834920206,"Buffering","Scaling","Buffering","Buffering"
"3323","GTF3C2","GTF3C2",8.24946761875204e-05,0.264829476150495,0.00131250226777547,-0.279302432293815,2.65357807731404e-07,0.54413190844431,"sp.Q8WUA4.TF3C2_HUMAN",0.00288552198656187,0.191077208765337,0.00636649582732139,-0.199119073056743,2.09543756986979e-05,0.39019628182208,"Scaling","Scaling","Buffering","Buffering"
"3324","GTF3C3","GTF3C3",3.12327393585067e-05,0.341504340780911,5.67182076519961e-06,-0.320867815140589,1.57822767822917e-10,0.6623721559215,"sp.Q9Y5Q9.TF3C3_HUMAN",0.0243965851611493,0.167371166630282,0.523318524790855,-0.0412146449909115,0.0209611758444774,0.208585811621194,"Scaling","Scaling","Buffering","Buffering"
"3325","GTF3C4","GTF3C4",0.00220800541300024,0.279955703960935,8.35064066222681e-07,-0.363258471352897,7.56502688022792e-09,0.643214175313832,"sp.Q9UKN8.TF3C4_HUMAN",0.00352938868089579,0.182793375618358,0.795013539362877,-0.0130934139763671,0.00378146498430173,0.195886789594725,"Scaling","Scaling","Buffering","Buffering"
"3326","GTF3C5","GTF3C5",0.0130292420356433,0.182169287262626,1.74993260166035e-10,-0.444803169527638,3.58966271625502e-11,0.626972456790265,"sp.Q9Y5Q8.TF3C5_HUMAN",0.0173607445486299,0.139121806682361,0.691176934059314,0.0170416267371596,0.0430459874277586,0.122080179945201,"Buffering","Scaling","Buffering","Buffering"
"3327","GTF3C6","GTF3C6",0.258211146678815,0.205199486417452,2.99760414179626e-10,-0.564376892995387,0.00021250379127837,0.76957637941284,"sp.Q969F1.TF3C6_HUMAN",0.258759755172959,0.195193396253769,0.266542553251153,-0.0944382926524035,0.102713437249199,0.289631688906173,"Buffering","Scaling","Buffering","Buffering"
"3328","GTPBP1","GTPBP1",0.0280060761639421,0.271712891217504,1.56501763266062e-11,-0.531562765654992,1.97462533776531e-07,0.803275656872496,"sp.O00178.GTPB1_HUMAN",0.576674808501693,0.0773921082159977,2.15562697899914e-09,-0.40595372683872,0.00180622496543976,0.483345835054717,"Scaling","Scaling","Buffering","Scaling"
"3329","GTPBP10","GTPBP10",2.67392103030083e-06,0.307286448223181,0.0407375409495664,-0.178552372144855,6.98093379002601e-07,0.485838820368035,"sp.A4D1E9.GTPBA_HUMAN",0.125145241716992,0.0989123493105109,0.00490241485347819,-0.244977134768186,0.00030281065701233,0.343889484078697,"Scaling","Buffering","Buffering","Buffering"
"3330","GTPBP2","GTPBP2",0.0114993439459085,0.303639266975542,2.18491517488459e-06,-0.431780848448237,2.95351969841079e-07,0.735420115423778,"sp.Q9BX10.GTPB2_HUMAN",0.316846584539137,0.100890860990768,0.0659222167098217,-0.136991168096868,0.0371489030255297,0.237882029087636,"Scaling","Scaling","Buffering","Buffering"
"3331","GTPBP3","GTPBP3",0.0107130298139529,0.381794662745861,6.97964925369652e-08,-0.377212442921006,1.2750717201675e-05,0.759007105666867,"sp.Q969Y2.2.GTPB3_HUMAN",0.241873518443954,0.170004533393904,0.0125455703615736,-0.167098310845912,0.0273681892487202,0.337102844239815,"Scaling","Scaling","Buffering","Buffering"
"3332","GTPBP4","GTPBP4",3.36062967060487e-05,0.44392783948978,2.46528219997562e-11,-0.453847099613732,2.79141459350388e-12,0.897774939103512,"sp.Q9BZE4.NOG1_HUMAN",0.0297450650007274,0.207800433224024,0.0369312117112198,-0.129321058556823,0.00120418104185291,0.337121491780847,"Scaling","Scaling","Buffering","Buffering"
"3333","GTPBP8","GTPBP8",0.000223904793011843,0.281258584799148,0.345533559096786,-0.105478530811967,0.00259473064558063,0.386737115611115,"sp.Q8N3Z3.GTPB8_HUMAN",0.0689263776713437,0.144718104334731,0.108981519705461,-0.126948819687283,0.00594649254211649,0.271666924022013,"Scaling","Buffering","Buffering","Buffering"
"3334","GTSE1","GTSE1",4.53020745184622e-06,0.722435476742016,7.04241727528114e-08,-0.459149883646962,2.43222880502357e-10,1.18158536038898,"sp.Q9NYZ3.GTSE1_HUMAN",0.414411184940514,0.156513340220268,0.000739703610994637,-0.329549571548321,0.0170515856676532,0.486062911768589,"Scaling","Scaling","Buffering","Scaling"
"3335","GTSF1","GTSF1",0.545219553896581,-0.257413334413301,0.263153955781894,-0.377512998692363,0.808262369632491,0.120099664279061,"sp.Q8WW33.GTSF1_HUMAN",0.993925440255335,0.00456750276769932,0.802084082644721,-0.150198904965946,0.847241812135907,0.154766407733646,"Anti-Scaling","Scaling","Buffering","Buffering"
"3336","GUCY2C","GUCY2C",0.275678140241803,-0.113512779864823,0.748018298585528,-0.0390738519634867,0.570646456672452,-0.0744389279013367,"sp.P25092.GUC2C_HUMAN",0.225427190850338,-0.379758255870066,0.62071772611082,0.253899860183257,0.201347516649124,-0.633658116053323,"Anti-Scaling","Buffering","Anti-Scaling","Anti-Scaling"
"3337","GUF1","GUF1",0.0520153926910584,0.299350143511173,2.60118939100744e-16,-0.510951788896599,2.69699173529758e-05,0.810301932407772,"sp.Q8N442.GUF1_HUMAN",0.0290425023926049,0.386992890541135,0.080652164662358,-0.103712115786954,0.00784207059705402,0.49070500632809,"Scaling","Scaling","Scaling","Buffering"
"3338","GUK1","GUK1",0.0015225265441007,0.251596524813213,0.502721280268432,-0.0788929781851211,0.0127152888596457,0.330489502998335,"sp.Q16774.2.KGUA_HUMAN",0.000598207919769756,0.268437238255151,0.112847442515628,-0.175659883230091,0.000548898144474027,0.444097121485242,"Scaling","Buffering","Scaling","Buffering"
"3339","GULP1","GULP1",0.229459690846725,0.454824418773772,0.51452937188138,-0.146726526784367,0.139348818815715,0.601550945558139,"sp.Q9UBP9.GULP1_HUMAN",0.331630541882819,0.202856653016389,0.625477517280781,-0.0703414307829179,0.23150378236371,0.273198083799307,"Scaling","Buffering","Buffering","Buffering"
"3340","GUSB","GUSB",4.30753482891686e-06,0.372462759133985,6.9867038774193e-05,-0.462272983981618,2.52814913875652e-10,0.834735743115602,"sp.P08236.BGLR_HUMAN",0.0866708050586664,0.140232096241042,0.259453463845414,-0.124262310158552,0.0273112064668353,0.264494406399593,"Scaling","Scaling","Buffering","Buffering"
"3341","GXYLT1","GXYLT1",0.0567884512862212,0.239518494507146,0.0449417194495681,-0.193841027851134,0.00318132214243585,0.43335952235828,"sp.Q4G148.GXLT1_HUMAN",0.0131457241912151,0.259187546627381,0.912744702439708,0.00963081082158861,0.0354556675474693,0.249556735805792,"Buffering","Buffering","Scaling","Buffering"
"3342","GYG1","GYG1",0.00142607271209631,0.342946800016724,0.0255263793025684,-0.259581243630833,4.5071129713668e-05,0.602528043647557,"sp.P46976.GLYG_HUMAN",0.278472636486776,0.1170017396719,0.000248071087067817,-0.416161839622201,0.000159913029761494,0.533163579294101,"Scaling","Scaling","Buffering","Scaling"
"3343","GYPC","GYPC",0.702332285900754,0.194234155973504,0.115039201408322,-0.563065981934324,0.186187604267085,0.757300137907828,"sp.P04921.GLPC_HUMAN",0.613909392806665,0.315507436021361,0.345898111963661,-0.916892736984346,0.213717591896722,1.23240017300571,"Buffering","Scaling","Scaling","Scaling"
"3344","GYS1","GYS1",0.000844556349441063,0.364622585426359,2.62127888419478e-08,-0.502058306138089,2.201020984349e-11,0.866680891564448,"sp.P13807.GYS1_HUMAN",0.163497806982517,0.157210268544719,0.00098922469918566,-0.272971370256661,0.000503922428317236,0.43018163880138,"Scaling","Scaling","Buffering","Scaling"
"3345","GZF1","GZF1",1.14362859047279e-10,0.463315638894558,3.64679896852256e-06,-0.395198285537694,3.22656229037834e-16,0.858513924432252,"sp.Q9H116.GZF1_HUMAN",5.41888521630184e-09,0.420615398318434,0.136843077221239,-0.160652532361705,1.51629318717475e-06,0.581267930680139,"Scaling","Scaling","Scaling","Buffering"
"3346","H1F0","H1F0",0.273101131316017,0.590861990749846,0.331016126400989,0.222586658609442,0.491192366045468,0.368275332140404,"sp.P07305.H10_HUMAN",0.332747141799774,0.336159690211428,0.736849533784754,0.0473580667159152,0.407495765081625,0.288801623495513,"Scaling","Anti-Scaling","Scaling","Buffering"
"3347","H1FX","H1FX",0.0297514253008535,0.255502694216296,0.0641610194852148,-0.274506701931164,0.00198958182721272,0.530009396147459,"sp.Q92522.H1X_HUMAN",0.00297231143592491,0.285806409646845,0.678706663865342,-0.0404295764072823,0.00504360110203505,0.326235986054127,"Scaling","Scaling","Scaling","Buffering"
"3348","H2AFV","H2AFV",9.62869370423826e-09,0.349075543190495,0.00219894346398563,-0.280632420892243,2.4718436390596e-09,0.629707964082739,"sp.Q71UI9.H2AV_HUMAN",0.653270925550722,-0.0270704956545673,0.309938529341142,0.0922820763714896,0.198177962120525,-0.119352572026057,"Scaling","Scaling","Buffering","Buffering"
"3349","H2AFX","H2AFX",0.0166826226736792,0.238550073127239,2.74898373365814e-05,-0.475548856562575,1.30055392339235e-07,0.714098929689815,"sp.P16104.H2AX_HUMAN",0.717383186980279,0.0223098222422597,0.153889738630209,-0.0913778793718922,0.118132002292373,0.113687701614152,"Buffering","Scaling","Buffering","Buffering"
"3350","H2AFY","H2AFY",0.799249236532111,0.0226049294948112,6.99379389875693e-06,-0.388680988843034,0.000217179573444253,0.411285918337845,"sp.O75367.H2AY_HUMAN",0.319285581703241,0.111809439410927,0.0114052914953319,-0.20090168924305,0.0142689185176941,0.312711128653978,"Buffering","Scaling","Buffering","Buffering"
"3351","H2AFY2","H2AFY2",0.603952383915574,0.291554944015551,0.026979223578652,-0.534245137727231,0.158198506364014,0.825800081742782,"sp.Q9P0M6.H2AW_HUMAN",0.670445361044108,0.17004590330017,0.022024773484873,-0.40709061455614,0.167161579560514,0.57713651785631,"Scaling","Scaling","Buffering","Scaling"
"3352","H3F3A","H3F3A",3.39870757694438e-07,0.419114480241747,9.04962877388858e-05,-0.456789754289709,3.24247707020077e-10,0.875904234531456,"sp.P84243.H33_HUMAN",0.943253533660518,0.00753881951868511,0.889678277320922,-0.022307859196841,0.864562943437021,0.0298466787155261,"Scaling","Scaling","Buffering","Buffering"
"3353","H6PD","H6PD",0.179083042403378,0.281399259032512,0.351244643532829,-0.0951589325938915,0.0849723605534198,0.376558191626403,"sp.O95479.G6PE_HUMAN",0.914871749707059,0.0189677869924897,0.403498076853171,-0.0694195128438847,0.624125017039807,0.0883872998363744,"Scaling","Buffering","Buffering","Buffering"
"3354","HAAO","HAAO",0.497109710778324,0.176992327409646,0.287169450348127,-0.209007634356443,0.205722019394518,0.385999961766089,"sp.P46952.3HAO_HUMAN",0.60016025966222,0.2088997710347,0.0449895972814631,-0.475955068023678,0.101849040173553,0.684854839058378,"Buffering","Buffering","Buffering","Scaling"
