"","Gene_Symbol","Protein_ID.x","Protein.Diff.Gain.RPAA","Protein.Diff.Loss.RPAA","X","RNA_ID","RNA.Pvalue.Gain","RNA.Diff.Gain","RNA.Pvalue.Loss","RNA.Diff.Loss","RNA.Pvalue.GainvLoss","RNA.Diff.GainvLoss","Protein_ID.y","Protein.Pvalue.Gain","Protein.Diff.Gain","Protein.Pvalue.Loss","Protein.Diff.Loss","Protein.Pvalue.GainvLoss","Protein.Diff.GainvLoss","Three.RNA.Gain","Three.RNA.Loss","Three.Protein.Gain","Three.Protein.Loss"
"105","RPTOR","Raptor",0.14220580057933,-0.086656886267865,6927,"RPTOR..57521.",0.000977827328286099,0.257611995772247,0.0347613915363504,-0.189436297529172,2.96634787860413e-05,0.447048293301419,"sp.Q8N122.RPTOR_HUMAN",0.382605486590709,0.0581692890473925,0.0076907412125601,-0.175272641039955,0.00622683264401644,0.233441930087348,"Scaling","Buffering","Buffering","Buffering"
"106","SCD","SCD1",-0.0764450313610623,-0.0638394689813598,7072,"SCD..6319.",0.949762146003386,-0.014910732879506,0.0540233909675526,-0.323735059650748,0.240099214167967,0.308824326771242,"sp.O00767.ACOD_HUMAN",0.388863772688942,0.286154383097814,0.868931745531207,0.0214773795751548,0.433516216887851,0.264677003522659,"Buffering","Scaling","Scaling","Buffering"
"107","SERPINE1","PAI-1",0.370258031325792,0.535399265649021,7183,"SERPINE1..5054.",0.0931318282958356,0.625888450569354,0.056558372187925,1.02787880785845,0.484950473559772,-0.401990357289093,"sp.P05121.PAI1_HUMAN",0.268803573709035,0.224487380067862,0.15088154845513,0.421285400721011,0.531263402689957,-0.196798020653149,"Scaling","Anti-Scaling","Buffering","Anti-Scaling"
"108","SETD2","SETD2",0.070300355964337,0.132846916523019,7196,"SETD2..29072.",0.204127830816916,0.172986034152077,3.02886435670933e-15,-0.433829931653359,0.000244856054013026,0.606815965805436,"sp.Q9BYW2.SETD2_HUMAN",0.164342158524953,0.183022831840421,0.0723074377446228,-0.0936616138508036,0.0459252711217041,0.276684445691225,"Buffering","Scaling","Buffering","Buffering"
"109","SMAD1","Smad1",0.089640750802139,-0.124034892951992,7476,"SMAD1..4086.",0.641482094211106,0.224331277168874,0.0582939424178334,-0.22255002015616,0.357718791077138,0.446881297325035,"sp.Q15797.SMAD1_HUMAN",0.479980220596326,0.138555217048535,0.0040441041807975,-0.176240642048383,0.119766314585426,0.314795859096918,"Buffering","Buffering","Buffering","Buffering"
"110","SMAD3","Smad3",0.113403211012903,-0.0293339202088169,7478,"SMAD3..4088.",0.0229952734760531,0.742795528107574,0.314948586995823,0.145266636654428,0.0682239758567834,0.597528891453146,"sp.P84022.SMAD3_HUMAN",0.00121385058560016,0.592736965923999,0.810336311373718,-0.0238233898514816,0.0010747620387371,0.616560355775481,"Scaling","Anti-Scaling","Scaling","Buffering"
"111","SMAD4","Smad4",0.155190011195487,-0.141330736058781,7479,"SMAD4..4089.",5.0772660073939e-06,0.761950991188762,2.16795655895543e-17,-0.957802607152519,1.85471466349335e-14,1.71975359834128,"sp.Q13485.SMAD4_HUMAN",0.00270246969748213,0.482098422625031,1.11987915797219e-13,-0.656102043542775,2.78314357970475e-08,1.13820046616781,"Scaling","Scaling","Scaling","Scaling"
"112","SQSTM1","p62 Lck ligand",0.533696378798573,-0.213671973005093,7706,"SQSTM1..8878.",0.000558905196581063,0.737530579302096,0.997454825590354,-0.000460139140971982,0.00150310135835944,0.737990718443068,"sp.Q13501.SQSTM_HUMAN",0.0216171066651133,0.449132856423601,0.537620482857119,-0.0785128158837303,0.0129325285592384,0.527645672307331,"Scaling","Buffering","Scaling","Buffering"
"113","SRC","Src",0.395794809779105,-0.0226286940072906,7709,"SRC..6714.",4.58077662877885e-05,0.638464555064343,0.477029321240844,-0.147358199133032,0.000783937518151506,0.785822754197376,"sp.P12931.2.SRC_HUMAN",0.000343431380662702,0.289974240565525,0.177645825275721,-0.181234758059007,0.00145383174586596,0.471208998624532,"Scaling","Buffering","Scaling","Buffering"
"114","SRSF1","SF2",-0.0143286836902422,-0.0647451795638721,7735,"SRSF1..6426.",0.161735376421577,0.0974223422244069,0.164561711106781,-0.0865558766041632,0.0238821479040838,0.18397821882857,"sp.Q07955.SRSF1_HUMAN",0.60828621999004,0.0423828715028224,0.550846489172476,0.0500332234920014,0.94237011711108,-0.00765035198917895,"Buffering","Buffering","Buffering","Buffering"
"115","STAT3","STAT3",0.0799393331839028,-0.14290554437896,7790,"STAT3..6774.",0.201335467074858,0.192149338269968,0.604947259962252,-0.069500713339167,0.162421139796487,0.261650051609135,"tr.K7ENL3.K7ENL3_HUMAN",0.071789329419657,0.495169869913054,0.58578455682353,-0.176468035544455,0.0676220579655935,0.67163790545751,"Buffering","Buffering","Scaling","Buffering"
"116","STAT3","STAT3",0.0799393331839028,-0.14290554437896,7791,"STAT3..6774.",0.201335467074858,0.192149338269968,0.604947259962252,-0.069500713339167,0.162421139796487,0.261650051609135,"sp.P40763.2.STAT3_HUMAN",0.388067334605382,0.0866427954299671,0.0369589091412251,-0.274518272174324,0.0175072099507636,0.361161067604292,"Buffering","Buffering","Buffering","Scaling"
"117","STAT5A","STAT5-alpha",-0.235306168902376,-0.284428457683807,7792,"STAT5A..6776.",0.322279954696655,-0.231465868549251,0.243244788306711,-0.262785925055596,0.913447812536752,0.031320056506345,"sp.P42229.STA5A_HUMAN",0.416213647545969,0.0915516407115986,0.00290129618314161,-0.359304944385366,0.00200307880572918,0.450856585096964,"Anti-Scaling","Scaling","Buffering","Scaling"
"118","STMN1","Stathmin",-0.0337331380386782,-0.148879071593741,7824,"STMN1..3925.",0.00502743336711418,0.506917423167915,3.448199750607e-05,-0.41224222008826,4.16224122182224e-06,0.919159643256174,"sp.P16949.STMN1_HUMAN",0.334248107764348,0.214506170233576,0.00102082260957521,-0.407323081772765,0.00894689080268088,0.621829252006341,"Scaling","Scaling","Buffering","Scaling"
"119","SYK","Syk",-0.133701558651026,-0.561272364138332,7915,"SYK..6850.",0.672325638823485,-0.14680853826734,0.0753322101374132,-0.439119751805513,0.425577175718116,0.292311213538173,"sp.P43405.KSYK_HUMAN",0.933075194500374,-0.0209772125602104,0.0567477504787862,-0.318235855805299,0.258475811565378,0.297258643245089,"Anti-Scaling","Scaling","Buffering","Scaling"
"120","TFRC","TFRC",0.274269053807891,-0.0971917493638118,8121,"TFRC..7037.",0.00642053117102285,0.29015391487894,0.122571513050005,-0.260270597428193,0.00328620621497918,0.550424512307133,"sp.P02786.TFR1_HUMAN",0.0300567610241485,0.225387534695478,0.969838913480572,-0.00482278885778256,0.124437041221984,0.230210323553261,"Scaling","Scaling","Buffering","Buffering"
"121","TGM2","Transglutaminase",0.424494405792296,-0.0634946482617585,8134,"TGM2..7052.",6.44873505022925e-06,1.40355881307027,0.524921203008606,0.389606096869023,0.112345857374186,1.01395271620125,"sp.P21980.TGM2_HUMAN",0.000187264855216226,0.72164347810641,0.56584562887874,0.235601133021012,0.253991021597851,0.486042345085398,"Scaling","Anti-Scaling","Scaling","Anti-Scaling"
"122","TP53","p53",0.180247008295948,-0.0249346949389962,8411,"TP53..7157.",0.516484331157038,0.154350419010241,0.00010869501833979,-0.566646147574389,0.00490204490442108,0.720996566584629,"sp.P04637.P53_HUMAN",0.42260930197011,0.268068915477798,0.525141957366399,0.108374489674623,0.640403010084358,0.159694425803175,"Buffering","Scaling","Scaling","Anti-Scaling"
"123","TP53BP1","53BP1",0.0456309261150056,-0.100054984518479,8412,"TP53BP1..7158.",0.40381256098635,0.143932858345041,1.77034850326199e-05,-0.307711215164817,0.014992264075635,0.451644073509858,"sp.Q12888.TP53B_HUMAN",0.483211004307898,0.125928839252307,0.298884734001081,-0.0792586087872419,0.267314123944788,0.205187448039549,"Buffering","Scaling","Buffering","Buffering"
"124","TSC1","TSC1",-0.112837134734441,-0.0576475647098712,8563,"TSC1..7248.",0.000350224678472213,0.284120981671964,3.29661905987948e-07,-0.315196473799181,2.38725392972203e-10,0.599317455471145,"sp.Q92574.TSC1_HUMAN",0.200185426667894,0.134030492512297,6.71950023305581e-05,-0.284053581628232,0.000409693287347179,0.418084074140528,"Scaling","Scaling","Buffering","Scaling"
"125","TSC2","Tuberin",0.0433258508695652,-0.262666129899666,8564,"TSC2..7249.",0.00055330394350838,0.366178607730681,2.89118766104231e-06,-0.340881154658371,1.71348617664591e-08,0.707059762389052,"sp.P49815.TSC2_HUMAN",0.730129922681263,-0.0314259992843885,0.0314110659886702,-0.15516727427543,0.226267210437318,0.123741274991041,"Scaling","Scaling","Buffering","Buffering"
"126","TTF1","TTF1",-0.0250974187438905,-0.0113698400174369,8625,"TTF1..7270.",0.0321962041817448,0.169742700915734,1.54066353755235e-08,-0.35201226021779,2.37734526670654e-08,0.521754961133524,"sp.Q15361.TTF1_HUMAN",0.186430145547836,0.105807999946792,0.0104123721476106,-0.156528680571386,0.003801784646116,0.262336680518179,"Buffering","Scaling","Buffering","Buffering"
"127","VAV1","VAV1",-0.0563308583306474,-0.797770843534409,8904,"VAV1..7409.",0.49343381797823,0.413926591554924,0.385936422728354,-0.180182352132993,0.329794659370958,0.594108943687917,"sp.P15498.VAV_HUMAN",0.0985017680237942,1.26950352277499,0.137630715903397,-0.247333445762134,0.0545941519668255,1.51683696853712,"Scaling","Buffering","Scaling","Buffering"
"128","VDAC1","Porin",-0.0857072171648767,-0.0934141470288625,8913,"VDAC1..7416.",1.63094712425953e-06,0.461566251717496,4.40925432860531e-05,-0.311521213533789,3.03169507868566e-11,0.773087465251285,"sp.P21796.VDAC1_HUMAN",0.00167502373867995,0.307884809742925,0.0409003305461983,-0.146941317540662,6.48468249425724e-05,0.454826127283587,"Scaling","Scaling","Scaling","Buffering"
"129","VHL","VHL",0.0124298711826193,0.979243585517968,8922,"VHL..7428.",0.318141209858711,0.144003530247042,7.97635448173017e-12,-0.595495475718763,5.54016026202672e-05,0.739499005965805,"sp.P40337.VHL_HUMAN",0.865058864399004,-0.0514681943534677,2.42896092783732e-06,-0.501316029526721,0.162655691560691,0.449847835173253,"Buffering","Scaling","Buffering","Scaling"
"130","WWTR1","TAZ",0.11933726969306,-0.00271434670059669,9066,"WWTR1..25937.",0.00823063659670249,0.700883861751045,0.896161560109956,-0.0427552646832448,0.0468848756569343,0.74363912643429,"sp.Q9GZV5.WWTR1_HUMAN",0.0239976180119118,0.368137688511466,0.953987402466874,-0.0103403798349872,0.0647673697721774,0.378478068346453,"Scaling","Buffering","Scaling","Buffering"
"131","XRCC1","XRCC1",0.132138645523321,-0.0470592058928012,9083,"XRCC1..7515.",0.000159002520345191,0.366010929099638,0.000715100081326667,-0.248997550692828,2.63045235528263e-08,0.615008479792467,"sp.P18887.XRCC1_HUMAN",0.00419850753658628,0.199516316971311,0.225117653769388,-0.0604764543396445,0.000546810484582741,0.259992771310955,"Scaling","Buffering","Buffering","Buffering"
"132","XRCC5","Ku80",0.204510350216629,-0.109802773738261,9086,"XRCC5..7520.",0.0348245246608986,0.204433300873273,0.0127468881020605,-0.21271604395742,0.000547649542015818,0.417149344830693,"sp.P13010.XRCC5_HUMAN",0.0826323951489727,0.130184693412353,0.0418845523336907,-0.102716588115237,0.00583407813051045,0.23290128152759,"Buffering","Buffering","Buffering","Buffering"
"133","YAP1","YAP",0.220481935018051,-0.0716231639402828,9095,"YAP1..10413.",0.0369520421826128,0.632232558194461,0.29834222905115,0.210282679637298,0.166930454604097,0.421949878557164,"sp.P46937.7.YAP1_HUMAN",0.0344443234405588,0.428621814914492,0.789974612501747,-0.039658929321756,0.0207775364063205,0.468280744236247,"Scaling","Anti-Scaling","Scaling","Buffering"
"134","YAP1","YAP",0.220481935018051,-0.0716231639402828,9096,"YAP1..10413.",0.0369520421826128,0.632232558194461,0.29834222905115,0.210282679637298,0.166930454604097,0.421949878557164,"sp.P46937.8.YAP1_HUMAN",0.0441829657242427,0.406080088320675,0.462926705530111,0.100725596651369,0.133627454664176,0.305354491669306,"Scaling","Anti-Scaling","Scaling","Anti-Scaling"
"135","YBX1","YB-1",0.0680233940916705,-0.00389633746782692,9100,"YBX1..4904.",0.000525539106398258,0.379663225325622,5.41165816086375e-08,-0.435159680328313,1.64811530882223e-09,0.814822905653935,"sp.P67809.YBOX1_HUMAN",0.66308868785181,0.0442784196555123,0.000592266313789675,-0.196817375825368,0.0270062702891153,0.24109579548088,"Scaling","Scaling","Buffering","Buffering"
"136","YWHAB","14-3-3_beta",0.0769059528731185,-0.0869608754334489,9126,"YWHAB..7529.",5.69545249160209e-16,0.465716243447616,0.0101666200100232,-0.303184816177398,2.58382907973005e-07,0.768901059625015,"sp.P31946.1433B_HUMAN",1.43398137329353e-05,0.257803675086269,0.150686884364005,-0.147832807563659,0.00049186615755481,0.405636482649928,"Scaling","Scaling","Scaling","Buffering"
"137","YWHAE","14-3-3_epsilon",-0.0305039892473118,-0.0647647969782814,9127,"YWHAE..7531.",0.000243540861101879,0.320113520708997,2.47768454033355e-16,-0.521378693532533,2.79765443948845e-14,0.84149221424153,"sp.P62258.1433E_HUMAN",0.000413450004407801,0.297909714930202,0.000128075622598559,-0.210759436358769,5.70380312832021e-08,0.508669151288972,"Scaling","Scaling","Scaling","Buffering"
"138","YWHAZ","14-3-3_zeta",0.275250883809688,-0.210964067579201,9131,"YWHAZ..7534.",3.16233113551816e-07,0.380024181765222,0.00117379482220353,-0.418185162913975,3.94219187022544e-08,0.798209344679197,"sp.P63104.1433Z_HUMAN",9.01900988415908e-05,0.27252909463603,0.000404768951637757,-0.432792207245747,2.02563679735195e-07,0.705321301881778,"Scaling","Scaling","Scaling","Scaling"
